Unnamed: 0,premise,choice1,choice2,label,question
1971707,signal for a stop where i want to get off.,"stand, go to the exit door of bus.",exit the bus at your desired location.,1,effect
1543870,board the bus when it arrives.,get off bus.,"when your stop approaches, pull cord.",0,effect
10536483,get into the bus.,pull the cord alerting the driver to stop.,exit bus when arrive.,1,effect
18127002,pull the cord alerting the driver to stop.,wait for bus stop destination.,get off at stop.,1,effect
16719705,when the bus comes enter the bus.,buy bus pass on buss.,wait for the bus.,0,effect
282758,"find the bus stop nearest to your location.when you are ready to leave, go to the nearest bus stop and wait for the next bus.",wait at bus stop.,"when bus arrives , wait for doors to open before boarding.",0,effect
1665862,find a empty seat.,wait to get to destination.,exit bus at destination.,0,effect
1882635,depart when you arrive at your destination.,swipe bus pass.,pull signal for stop.,1,cause
16505029,wait at your bus stop.,head to the bus stop.,ride to desired destination.,0,cause
17258273,step onto bus.,arrive at bus stop prior to bus's arrival.,sit in a seat until you see your destination.,1,effect
1823551,watch stops out window.,go to a bus stop.,ride.,1,cause
17127891,take a seat in the bus.,step onto bus when arrives.,"stand, go to the exit door of bus.",0,cause
18199059,stand up.walk to back door.,depart when you arrive at your destination.,find out when bus leaves.,0,effect
402828,bus arrives at the source station.,enjoy the ride.,bus stops at your destination.,0,effect
928881,go through doors and up the steps.,sit down if possible.,pull cord at stop.,0,effect
902021,find seat on bus and sit.,"when bus arrives , wait for doors to open before boarding.",step onto arriving bus.,1,cause
17048819,get on bus.,sit down.,"when you see your bus approaching, signal to the driver to stop.",0,effect
17677024,get on the bus.,find seat on bus.,get off bus when doors open.,1,effect
16589761,bus arrives at the source location.,take a seat in the bus.,wait for the bus.,0,effect
948046,step onto arriving bus.,sit on a seat.,"when you are near your destination, press the stop button.",0,effect
17939389,take available seat.,wait for your stop to be announced.,find out bus schedule using time table.,0,effect
17976146,find a seat.,wait for bus to stop.,driver opens door.,0,effect
17249397,get on the bus.,go to the nearest bus stop.,wait for correct stop.,1,effect
622410,board the bus when it arrives.,drop change into money machine.,reach the destination.,0,effect
16622251,wait for your stop to be announced.,bus stops at destination.,bus reaches at departure station.,1,cause
10531619,climb stairs into bus.,signal by bell for stop.,getting off the bus.,1,effect
17713242,get into the bus.,get off at stop.,sit down in on empty seat in bus.,0,effect
17616597,climb stairs into bus.,debark from bus.,stand at the bus stop.,0,effect
18265109,bus has arrived on destination.,get off at your stop.,watch for your destination.,0,effect
17433421,climb stairs into bus.,get off bus at destination.,pay fare when boarding bus.,0,effect
17201905,get onto the bus when it reaches the stop.,ride to desired destination.,choose the route you want to take.,0,effect
16507859,wait for the bus to come to a complete halt before boarding it.,wait for my stop.,go to the bus station.,1,cause
16710118,get in bus.,"while boarding, pay the driver the required fee or show a pass.",wait at bus stop for bus.,0,effect
353911,pay the fee.,wait a bus stop.,bus arrives at the source station.,1,cause
17647527,when the bus comes enter the bus.,wait for bus to stop.,get off bus at destination.,1,effect
18033429,ride bus to destination.,pay attention for your stop.,signal the driver to stop when you see your bus coming.,0,effect
32637,walk to the bus stop.,wait a bus stop.,pay for fare.,0,effect
18058181,alert the driver your stop is coming.,bus stops at destination.,get a ticket for the bus ride.,0,effect
1480849,get down from the bus.,find a empty seat.,"when bus arrives, step on board.",1,cause
975640,ride to desired destination.,pay your bus fare.,when it arrives get on.,1,cause
743861,sit down.find an open seat.," to pay the fare, you can either buy a bus pass or pay each time you ride the bus.",get on the bus.,1,cause
1175484,board bus when it arrives.,watch and listen for stop announcement.,"thank the driver, possibly tip.",0,effect
10522994,walk up the steps of the bus.,signal for a stop where i want to get off.,exit bus.,1,effect
1627332,ride.,signal the driver to stop when you see your bus coming.,choose a seat.,1,cause
1973017,pull cord at stop.,leave bus.,stand up and go to exit door for departing the bus.,0,effect
16804472,board bus when it arrives.,go to bus stop at designated time.,pay the toll.,1,effect
17147792,find an empty seat.,enter bus.,pull the cord when you want the bus to stop.,0,cause
17282071,wait for your stop.,step on bus.,signal for a stop where i want to get off.,0,cause
1273957,exit the bus at your desired location.,signal the driver to stop when you see your bus coming.,"when bus arrives, enter.climb bus steps.",1,cause
17627705,step onto arriving bus.,get off bus.,wait for bus at bus stop.,0,effect
406983,pay attention for your stop.,decide which bus.,bus arrives at the source station.,1,cause
18164980,ring the bell when you see your destination.,get off at your stop.,take available seat.,0,effect
17803952,take your seat.,wait for destination.,figure out the place you want to reach.,0,effect
17450212,step on bus.,exit bus at your destination.,take the tickets.pay for the ride.,0,effect
185533,head to the bus stop.,find empty seat to sit in.,wait for bus at bus stop.,1,effect
708088,find an empty seat.,pay for fare.,walk up the steps of the bus.,1,cause
389907,bus arrives at the source station.,find an empty seat.,go to bus door.,0,effect
16918337,enter the bus.,find a seat.,pay the fee.,0,effect
290206,get to bus stop some time early.,ride.,wait at bus stop for bus.,1,effect
18125673,ring the bell when you see your destination.,get off at stop.,wait for stop.,0,effect
345770,bus arrives at the source station.,when the bus comes enter the bus.,"thank the driver, possibly tip.",0,effect
17137297,take available seat.,go to door.,get on the bus.,1,cause
709397,find an empty seat.,pay bus fair.,"when bus arrives, step on board.",1,cause
17890792,ride bus to destination.,sit on a seat.,exit bus at your destination.,0,cause
17239184,when your bus comes climb in it.,wait for stop.,wait for bus to arrive.,0,effect
17435087,board bus when it arrives.,exit bus when arrive.,give money.,0,effect
2055872,"once you arrive at destination, get off the bus.",walk down center of bus to find a seat.sit in seat.,bus stops at destination.,1,cause
1872994,exit at your destination when the bus stops.,pay fee.,press stop button.,1,cause
1009576,enjoy the ride.,wait on the bench until the bus arrives.,walk up the steps of the bus.,1,cause
18231890,when your stop comes get up and go the exit door of bus.,"once you arrive at destination, get off the bus.",take a seat in the bus.,0,effect
156495,go to a bus stop.,wait at bus stop.,signal by bell for stop.,0,effect
17110484,"when bus arrives, step on board.",find empty seat.sit down.,driver opens door.,0,effect
18034729,ride on the bus.,wait for bus to reach your stop.,go to bus stop.,0,effect
17662339,go through doors and up the steps.,get off at your stop.,sit down and wait for your desired stop.,0,effect
149178,get to bus stop some time early.,wait on the bench until the bus arrives.,signal for a stop where i want to get off.,0,effect
17151561,find empty seat.sit down.,get on the bus.,pull signal for stop.,0,cause
1708809,wait for bus to stop.,pay fare when boarding bus.,sit in bus.,1,cause
17831960,take a seat.,wait for your stop.,wait a bus stop.,0,effect
1274444,exit bus at your destination.,signal the driver to stop when you see your bus coming.,when it arrives get on.,1,cause
1633391,wait for correct stop.,go to the bus stop.,find seat on bus and sit.,1,cause
1537336,board the bus.,exit bus.,signal for a stop where i want to get off.,0,effect
18044521,pay attention for your stop.,sit patiently until the bus reaches your destination bus stop.,go down bus steps.exit bus.,0,cause
1362765,get off at your stop.,ride to desired destination.,get on the bus.,1,cause
17431545,step onto bus.,go down bus steps.exit bus.,pay money or swipe pass.,0,effect
16973095,enter bus.,take a seat.,find out bus schedule using time table.,0,effect
17584074,board bus.,get off the bus.,wait for bus.,0,effect
17407583,get on the bus.,exit the bus at your desired location.,pay the toll.,0,effect
1904958,get off the bus at your desired stop.,go to bus stop 5 minutes before bus arrives.go to your bus stop of choice.,ring the bell when you see your destination.,1,cause
1913153,exit bus when arrive.,wait for bus stop destination.,"when you are near your destination, press the stop button.",1,cause
1005606,wait for stop.,wait at bus stop.,go through doors and up the steps.,1,cause
357626,pay fare.,locate bus stop.,bus arrives at the source location.,1,cause
16366470,wait for bus arrival.,pull the cord when you want the bus to stop.,go to bus stop at designated time.,1,cause
16981576,board bus when it arrives.,find empty seat.sit down.,get a local bus map or bus schedule.check the bus schedule to make sure that the bus route stops by destination.check the bus schedule to find the times that the bus stops by your location.,0,effect
17284435,enjoy the ride.,"when the driver opens the door, board the bus.",alert the driver your stop is coming.,0,cause
17812088,find empty seat to sit in.,wait a bus stop.,sit patiently until the bus reaches your destination bus stop.,1,effect
701051,find a empty seat.,pay for the ride.,get in bus.,1,cause
411788,bus reaches at departure station.,wait for your stop to be announced.,bus stops at your destination.,0,effect
265845,go to a bus stop.,wait for bus.,get onto the bus when it reaches the stop.,0,effect
18012997,wait for stop.,wait for bus to stop.,pay for the ride.,0,effect
17233638,step onto bus when arrives.,wait for destination.,wait at bus stop.,0,effect
621959,get on the bus.,take the tickets.pay for the ride.,your destination place came.,0,effect
1823807,pay attention for your stop.,go to bus station.,ride on the bus.,1,cause
16783110,get in bus.,give your money to the driver.,get to bus stop some time early.,0,effect
1945289,exit at your destination when the bus stops.,watch for your destination.,"when your stop approaches, pull cord.",1,cause
10518527,get on bus.,pull cord at stop.,debark from bus.,1,effect
4271,look at bus schedule on time table.decide what time you need to arrive at bus stop.,go to bus stop.,decide which bus.,1,effect
16431796,wait for the bus to arrive.,go to the bus stop.,wait for your stop to be announced.,0,cause
1873049,exit at your destination when the bus stops.,buy bus pass on buss.,"when your stop approaches, pull cord.",1,cause
19004,wait a bus stop.,find out bus schedule using time table.,go to a bus stop.,1,cause
17498664,board bus when bus arrives.,exit the bus at your desired location.,reach the designated bus stop before the bus reaches there to avoid missing the bus.,0,effect
629624,climb stairs into bus.,purchase the ticket.,bus stops at your destination.,0,effect
842497,sit down.,go to the bus stop/bus stand.,"when bus arrives, step on board.",1,cause
1715651,wait for your stop to be announced.,"while boarding, pay the driver the required fee or show a pass.",take a seat.,1,cause
16896425,get onto the bus when it reaches the stop.,find a empty seat.,pay the fee.,0,effect
17204215,get onto the bus when it reaches the stop.,find out bus schedule using time table.,ride on the bus.,1,effect
17379131,watch for your destination.,get on the bus.,"when the bus approaches your destination, press the button to signal a stop.",0,cause
16375894,wait for bus to arrive.,go to the nearest bus stop.,sit or stand to location.,0,cause
1880599,"when the driver stops and opens the door, leave the bus.",put exact change in money receiver.,signal for a stop where i want to get off.,1,cause
1628971,wait for your stop.,go to bus station.,sit down and wait for your desired stop.,1,cause
1433240,get off the bus.,wait for your stop to be announced.,when it arrives get on.,1,cause
1652442,wait for my stop.,driver opens door.,find a seat.,1,cause
17547328,go through doors and up the steps.,get off the bus.,sit in a seat until you see your destination.,0,effect
17149330,sit down in on empty seat in bus.,board bus when it arrives.,pull the cord alerting the driver to stop.,0,cause
552355,pay the toll.,go to bus station.,step on bus.,1,cause
1427013,exit bus when arrive.,wait for bus to reach your stop.,when the bus comes enter the bus.,1,cause
17785328,sit down in on empty seat in bus.,wait for my stop.,buy bus ticket.,0,effect
18253432,bus stops at destination.,exit bus at your destination.,get to bus stop some time early.,0,effect
520649,pay money or swipe pass.,wait at your bus stop.,get on the bus.,1,cause
18210650,stand up and go to exit door for departing the bus.,get off bus when doors open.,"when bus arrives , wait for doors to open before boarding.",0,effect
362017,bus arrives at the source location.,your destination place came.,pay the fare.,1,effect
1091574,watch and listen for stop announcement.,buy bus pass on buss.,get into the bus.,1,cause
1078192,board bus when it arrives.,wait till my stop is approaching.,alert the driver your stop is coming.,0,effect
16849247,pay for the ride.,get on bus.,go to door.,0,cause
1471670,get off.,take available seat.,enter the bus.,1,cause
16301513,wait for bus at bus stop.,walk to bus stop.,exit bus.,0,cause
16983,wait at your bus stop.,get a local bus map or bus schedule.check the bus schedule to make sure that the bus route stops by destination.check the bus schedule to find the times that the bus stops by your location.,get to bus stop some time early.,1,cause
17461429,when it arrives get on.,go down bus steps.exit bus.,check to bus schedule in the time table to see when the bus is running.,0,effect
755121,find seat on bus.,find out what bus to take.,board bus when bus arrives.,1,cause
1336365,"once you arrive at destination, get off the bus.",wait for correct stop.,get on the bus.,1,cause
1167320,get on bus.,alert the driver your stop is coming.,wait until the bus arrives at the destination.,1,effect
566854,"while boarding, pay the driver the required fee or show a pass.",reach the designated bus stop before the bus reaches there to avoid missing the bus.,enter the bus.,1,cause
1314307,climb down stairs and exit bus.,arrive at bus stop prior to bus's arrival.,when your bus comes climb in it.,1,cause
450944,pay money or swipe pass.,decide which bus.,board bus.,1,cause
17950713,find seat on bus and sit.,wait for bus to arrive at stop.,wait for the bus.,0,effect
1798948,starting walking to seat on bus.sit in seat.,watch for your destination.,pull cord at stop.,0,effect
1885,check bus schedule in time table.,find out what bus to take.,stand up.walk to back door.,0,effect
16808338,"when the driver opens the door, board the bus.",pay money or swipe pass.,get to bus stop some time early.,0,effect
17788488,find empty seat.sit down.,pay for your fare.,sit in a seat until you see your destination.,1,effect
2036602,walk off the bus.,take the tickets.pay for the ride.,bus stops at your destination.,1,cause
18004148,watch for your stop.wait until bus stops completely.,choose a seat.,alert the driver your stop is coming.,0,cause
1748157,wait for your stop to be announced.,signal the driver to stop when you see your bus coming.,find a empty seat.,1,cause
17406947,walk up the steps of the bus.,debark from bus.," to pay the fare, you can either buy a bus pass or pay each time you ride the bus.",0,effect
1113901,wait for bus to reach destination.,check the schedule of bus in time table.,get on the bus.,1,cause
17139135,walk down center of bus to find a seat.sit in seat.,board the bus.,alert the driver your stop is coming.,0,cause
1984274,"when the driver stops and opens the door, leave the bus.",pay for fare.,when your stop comes get up and go the exit door of bus.,1,cause
582275,purchase the ticket.,go to bus station.,step on bus.,1,cause
10541417,step onto bus.,"thank the driver, possibly tip.",get off.,1,effect
551307,drop change into money machine.,go to the bus stop.,get on bus.,1,cause
18196562,stand up and go to door.,get off bus .,pay your bus fare.,0,effect
217574,head to the bus stop.,keep looking for your bus.,wait for bus to reach your stop.,0,effect
17613576,board bus when it arrives .,exit bus.,wait a bus stop.,0,effect
16567147,the bus arrives at the departure station.,show bus driver your ticket.,locate bus stop.,0,effect
17794812,sit on a seat.,insert money for ticket.,sit in a seat until you see your destination.,1,effect
16699440,enter bus.,get a ticket for the bus ride.,wait for bus to arrive.,0,effect
17072660,get in bus.,find empty seat.sit down.,go to bus station.,0,effect
1784736,sit on a seat.,watch for your stop.wait until bus stops completely.,get off.,0,effect
1272468,climb down stairs and exit bus.,choose the route you want to take.,board bus.,1,cause
16771825,enter bus.,walk to bus stop.,pay fee.,1,effect
46652,walk to bus stop.,wait at your bus stop.,pay money or swipe pass.,0,effect
1866618,leave bus.,swipe bus pass.,pull cord at stop.,1,cause
16746403,get into the bus.,buy bus ticket.,wait for the bus to come to a complete halt before boarding it.,0,effect
635122,enter bus.,pay for your fare.,go to door.,0,effect
18085593,pull the cord when you want the bus to stop.,depart when you arrive at your destination.,buy bus ticket.,0,effect
18024508,ride to destination.,watch for your stop.wait until bus stops completely.,find out bus schedule using time table.,0,effect
16683006,step onto arriving bus.,buy bus pass on buss.,find out when bus leaves.,0,effect
16599632,choose a seat.,bus reaches at departure station.,"stand, go to the exit door of bus.",0,cause
17149085,sit down in on empty seat in bus.,walk up the steps of the bus.,"when the bus approaches your destination, press the button to signal a stop.",0,cause
16878125,pay bus fair.,enter the bus.,"when you are near your destination, press the stop button.",0,cause
866427,find an empty seat.,go to bus stop at designated time.,step on bus.,1,cause
1432436,exit bus at your destination.,watch for your destination.,"when the driver opens the door, board the bus.",1,cause
18128395,pull the cord when you want the bus to stop.,exit bus at your destination.,sit patiently until the bus reaches your destination bus stop.,0,effect
929703,board bus.,sit or stand to location.,pull the cord alerting the driver to stop.,0,effect
1788158,take available seat.,watch for your destination.,walk off the bus.,0,effect
18226006,"stand, go to the exit door of bus.",walk off the bus.,wait for bus to arrive at stop.,0,effect
976064,ride to desired destination.,show bus driver your ticket.,climb stairs into bus.,1,cause
17454576,"when bus arrives, enter.climb bus steps.",get off bus at destination.,retrieve ticket from machine.,0,effect
17906494,sit in a seat until you see your destination.,sit down.find an open seat.,pull the cord alerting the driver to stop.,0,cause
18222967,go to door.,"once you arrive at destination, get off the bus.",wait for bus to arrive.,0,effect
16847924,pay fare.,step onto bus when arrives.,go to door.,0,cause
18223940,go to door.,get down once the destination is reached.,wait for bus at bus stop.,0,effect
1636854,sit patiently until the bus reaches your destination bus stop.,walk to the bus stop.,sit in bus.,1,cause
16649786,bus reaches at departure station.,exit bus when arrive.,sit down in on empty seat in bus.,0,effect
16799631,board bus when it arrives .,pay the fee.,find the bus stop.,0,effect
10513142,board bus when it arrives.,go to bus door.,leave bus.,1,effect
17176333,get on the bus.,ride to destination.,pay fare.,0,effect
16857709,pay the toll.,walk up the steps of the bus.,signal for a stop where i want to get off.,0,cause
16267464,stand at the bus stop.,find the bus stop.,"while boarding, pay the driver the required fee or show a pass.",0,cause
17289082,sit in a seat until you see your destination.,walk up the steps of the bus.,press stop button.,0,cause
975461,ride to desired destination.,scan bus pass.,"when bus arrives, enter.climb bus steps.",1,cause
1801015,watch stops out window.,pay the bus driver.,ride.,1,cause
1246909,get off bus at destination.,insert money for ticket.,board bus when bus arrives.,1,cause
17773912,find a seat if available or stand if necessary.,wait to get to destination.,insert money for ticket.,0,effect
1543900,board the bus when it arrives.,exit the bus at your desired location.,alert the driver your stop is coming.,0,effect
17147886,find an empty seat.,get in bus.,ring the bell when you see your destination.,0,cause
1830754,watch until you see your stop to get off.,head to the bus stop.,wait for your stop.,1,cause
589449," to pay the fare, you can either buy a bus pass or pay each time you ride the bus.",locate bus stop.,"when bus arrives, enter.climb bus steps.",1,cause
2051446,getting off the bus.,keep looking for your bus.,bus stops at your destination.,1,cause
18066166,pull the cord when you want the bus to stop.,wait for bus to reach destination.,bus has arrived on destination.,1,effect
18167508,pull the cord alerting the driver to stop.,climb down stairs and exit bus.,sit on a seat.,0,effect
1567004,wait for correct stop.,pay the toll.,find a seat or stand on bus.,1,cause
323807,reach the designated bus stop before the bus reaches there to avoid missing the bus.,driver opens door.,signal the driver to stop when you see your bus coming.,1,effect
17864850,sit in a seat until you see your destination.,sit down and wait for your desired stop.,your destination place came.,0,cause
17438496,"when the driver opens the door, board the bus.",get off bus when doors open.,scan bus pass.,0,effect
1805864,wait until the bus arrives at the destination.," to pay the fare, you can either buy a bus pass or pay each time you ride the bus.",enjoy the ride.,1,cause
1957632,exit bus.,sit down.,pull cord at stop.,1,cause
144310,go to bus stop 5 minutes before bus arrives.go to your bus stop of choice.,wait for the bus to arrive.,stand up and go to exit door for departing the bus.,0,effect
1538440,enter bus.,get off the bus at your desired stop.,alert the driver your stop is coming.,0,effect
1710469,wait until the bus arrives at the destination.,pay fee.,take available seat.,1,cause
473750,take the tickets.pay for the ride.,find out when bus leaves.,enter the bus.,1,cause
17453049,"when bus arrives, enter.climb bus steps.","once you arrive at destination, get off the bus.",pay fare.,0,effect
4064,find bus schedule information from time table.,find out what bus to take.,"thank the driver, possibly tip.",0,effect
18245522,bus stops at destination.,take the tickets.pay for the ride.,get down from the bus.,1,effect
1460709,get off at stop.,find empty seat.sit down.,get on the bus.,1,cause
18168784,"about one block away from your stop, pull the \.",find a seat on the bus.,get off the bus at your desired stop.,1,effect
814084,find seat on bus and sit.,keep looking for your bus.,walk up the steps of the bus.,1,cause
16238051,wait for the bus.,head to the bus stop.,give your money to the driver.,0,cause
1667016,find a seat or stand on bus.,"when the driver stops and opens the door, leave the bus.",wait for your stop.,1,effect
935657,get in bus.,find a seat.,pull cord at stop.,0,effect
1587747,ride.,give money.,choose a seat.,1,cause
18162064,press stop button.,get off at your stop.,sit or stand to location.,0,effect
17795348,find seat on bus.,take the tickets.pay for the ride.,sit patiently until the bus reaches your destination bus stop.,1,effect
17853857,sit down if possible.,arrive at bus stop prior to bus's arrival.,wait for stop.,1,effect
10530677,step onto bus.,alert the driver your stop is coming.,get off bus when doors open.,1,effect
17773787,find a seat if available or stand if necessary.,wait for stop.,swipe bus pass.,0,effect
17534169,step onto arriving bus.,get off.,go to the bus station.,0,effect
1713001,wait for bus to reach destination.,insert money for ticket.,sit down.find an open seat.,1,cause
520662,pay money or swipe pass.,wait at your bus stop.,board bus when it arrives .,1,cause
626813,walk up the steps of the bus.,get a ticket for the bus ride.,bus has arrived on destination.,0,effect
18103602,pull signal for stop.,watch your step when getting down from the bus.,choose the route you want to take.,0,effect
17510263,enter the bus.,get off.,go to the nearest bus stop.,0,effect
1863440,"once you arrive at destination, get off the bus.",insert money for ticket.,pull cord at stop.,1,cause
18051475,wait for bus to arrive at stop.,ride bus to destination.,get down once the destination is reached.,0,cause
2046755,exit at your destination when the bus stops.,wait till my stop is approaching.,bus has arrived on destination.,1,cause
893938,sit down.find an open seat.,go to bus stop 5 minutes before bus arrives.go to your bus stop of choice.,board the bus.,1,cause
344928,bus arrives at the source station.,get onto the bus when it reaches the stop.,pull signal for stop.,0,effect
1459197,leave bus.,sit down if possible.,"when bus arrives, enter.climb bus steps.",1,cause
16570349,bus arrives at the source station.,pay the fare.,go to the bus station.,0,effect
16527912,"when you see your bus approaching, signal to the driver to stop.",find a seat on the bus.,walk to bus stop.,1,cause
2017582,debark from bus.,watch for your destination.,go to bus door.,1,cause
1734424,watch for your destination.,wait for the bus to arrive.,sit or stand to location.,1,cause
1771360,walk down center of bus to find a seat.sit in seat.,watch and listen for stop announcement.,walk off the bus.,0,effect
1112122,watch for your destination.,check bus schedule in time table.,get into the bus.,1,cause
16669360,board the bus.,buy bus pass on buss.,check bus schedule in time table.,0,effect
341748,bus arrives at the source station.,bus stops at your destination.,step on bus.,1,effect
39777,find the nearest bus stop.,wait for bus.,place change in receptor.,0,effect
1481375,get down from the bus.,find seat on bus and sit.,when your bus comes climb in it.,1,cause
10537947,"when bus arrives, enter.climb bus steps.",alert the driver your stop is coming.,get off the bus at your desired stop.,1,effect
1512717,get off at your stop.,"find out how much the bus ride costs, either online or by calling bus company.",get on the bus.,1,cause
1970793,"when your stop approaches, pull cord.",get off the bus at your desired stop.,stand up.walk to back door.,0,effect
17214394,board bus.,wait at your bus stop.,ride.,1,effect
18158255,ring bell when bus approaches stop at destination.,walk off the bus.,wait for bus to reach destination.,0,effect
962353,wait for stop.,swipe bus pass.,"when bus arrives, step on board.",1,cause
17170367,board the bus.,give your money to the driver.,sit patiently until the bus reaches your destination bus stop.,1,effect
459708,give your fare to the bus driver.receive ticket.,check to bus schedule in the time table to see when the bus is running.,walk up the steps of the bus.,1,cause
16783105,get in bus.,give your money to the driver.,go to the bus station.,0,effect
17199354,when your bus comes climb in it.,wait for bus stop destination.,put exact change in money receiver.,0,effect
2016958,get down from the bus.,wait for bus to stop.,stand up.walk to back door.,1,cause
1890488,go down bus steps.exit bus.,have the knowledge about the bus schedule from time table.,pull cord at stop.,1,cause
1088944,watch for your stop.wait until bus stops completely.,pay for your fare.,board bus.,1,cause
1704885,watch for your stop.wait until bus stops completely.,pay for your fare.,sit on a seat.,1,cause
1986020,get off at your stop.,give your money to the driver.,go to door.,1,cause
17973097,take a seat.,watch for your destination.,locate bus stop.,0,effect
1781521,find seat on bus and sit.,exit at your destination when the bus stops.,wait until the bus arrives at the destination.,1,effect
17928647,take a seat.,watch and listen for stop announcement.,pay the bus driver.,0,effect
16835375,pay the toll.,bus stops at destination.,get on bus.,1,cause
1831748,watch until you see your stop to get off.,"find out how much the bus ride costs, either online or by calling bus company.",enjoy the ride.,1,cause
432999,exit bus.,wait for bus.,bus arrives at the source station.,1,cause
17652367,"when the driver opens the door, board the bus.","once you arrive at destination, get off the bus.",wait for your stop to be announced.,0,effect
18109526,ring the bell when you see your destination.,climb down stairs and exit bus.,go to the bus station.,0,effect
18245504,bus stops at destination.,get down from the bus.,pay for the ride.,0,effect
17890849,ride bus to destination.,find seat on bus.,go down bus steps.exit bus.,0,cause
1793473,find a vacant seat (if possible).,watch for your stop.wait until bus stops completely.,"when you are near your destination, press the stop button.",0,effect
17586937,board the bus.,exit bus.,wait for bus arrival.,0,effect
562661,pay bus fare.,arrive at bus stop prior to bus's arrival.,get onto the bus when it reaches the stop.,1,cause
694869,choose a seat.,pay fare when boarding bus.,step onto arriving bus.,1,cause
17973230,take a seat.,reach the designated bus stop before the bus reaches there to avoid missing the bus.,wait for bus to reach destination.,1,effect
401983,ride.,go to bus station.,bus arrives at the source station.,1,cause
880813,sit down if possible.,find the bus stop.,step onto arriving bus.,1,cause
16975096,get on the bus.,take available seat.,get a local bus map or bus schedule.check the bus schedule to make sure that the bus route stops by destination.check the bus schedule to find the times that the bus stops by your location.,0,effect
17399780,enter bus.,get off the bus.,insert money for ticket.,0,effect
17934742,find empty seat to sit in.,watch until you see your stop to get off.,find out when bus leaves.,0,effect
17685294,enter the bus.,go down bus steps.exit bus.,take your seat.,0,effect
228433,go to the nearest bus stop.,wait.,step onto arriving bus.,0,effect
1943567,get off at stop.,wait for bus to reach your stop.,"when your stop approaches, pull cord.",1,cause
1809828,wait for bus to arrive at stop.," to pay the fare, you can either buy a bus pass or pay each time you ride the bus.",wait till my stop is approaching.,1,cause
18193369,go to bus door.,debark from bus.,buy bus ticket.,0,effect
957517,wait for your stop.,pay fare.,get onto the bus when it reaches the stop.,1,cause
835257,take available seat.,wait for bus.,when the bus comes enter the bus.,1,cause
16320274,wait on the bench until the bus arrives.,get to bus stop some time early.,watch your step when getting down from the bus.,0,cause
1530448,board bus when it arrives.,exit bus at your destination.,go to bus door.,0,effect
18021275,ride to destination.,wait for bus to arrive at stop.,scan bus pass.,0,effect
888382,find seat on bus.,find the nearest bus stop.,get into the bus.,1,cause
1703256,watch for your stop.wait until bus stops completely.,pay the toll.,sit down.,1,cause
18024032,sit in a seat until you see your destination.,check to bus schedule in the time table to see when the bus is running.,wait for bus to reach destination.,1,effect
908569,when it arrives get on.,sit or stand to location.,bus has arrived on destination.,0,effect
16630100,bus arrives at the source station.,get off bus at destination.,get a ticket for the bus ride.,0,effect
841351,starting walking to seat on bus.sit in seat.,signal the driver to stop when you see your bus coming.,when your bus comes climb in it.,1,cause
17967399,find a seat on the bus.,wait for bus to stop.,walk to bus stop.,0,effect
939103,when the bus comes enter the bus.,sit in bus.,ring bell when bus approaches stop at destination.,0,effect
1141854,watch for your stop.wait until bus stops completely.,head to the bus stop.,board bus when it arrives .,1,cause
16952972,get into the bus.,sit down and wait for your desired stop.,pay for your fare.,0,effect
17012279,enter the bus.,find a vacant seat (if possible).,wait.,0,effect
1181255,get off bus.,pay bus fair.,get on bus.,1,cause
340720,the bus arrives at the departure station.,board bus.,reach the destination.,0,effect
16574770,pay the fare.,bus reaches at departure station.,ring bell when bus approaches stop at destination.,0,cause
16203678,bus has arrived on destination.,watch and listen for stop announcement.,pull the cord when you want the bus to stop.,1,cause
857638,sit down and wait for your desired stop.,go to a bus stop.,board the bus.,1,cause
18049742,wait for your stop to be announced.,wait for correct stop.,get off at your stop.,0,cause
17283136,wait for stop.,pull the cord alerting the driver to stop.,step onto bus.,1,cause
18003701,pay attention for your stop.,find an empty seat.,ring the bell when you see your destination.,0,cause
342799,bus arrives at the source station.,when your stop comes get up and go the exit door of bus.,get in bus.,1,effect
1675013,sit down if possible.,wait for your stop.,get off at your stop.,0,effect
18269443,bus stops at destination.,find an empty seat.sit down or stand if there isn't an empty seat.,get off the bus.,1,effect
16207615,bus stops at destination.,pull the cord alerting the driver to stop.,enter the bus.,0,cause
1947013,debark from bus.,wait for your stop to be announced.,alert the driver your stop is coming.,1,cause
16452270,wait there for the bus to arrive.,"find the bus stop nearest to your location.when you are ready to leave, go to the nearest bus stop and wait for the next bus.",board bus when bus arrives.,0,cause
673058,when it arrives get on.,put exact change in money receiver.,"thank the driver, possibly tip.",0,effect
17375469,wait for bus to reach destination.,"when the driver opens the door, board the bus.",go to bus door.,0,cause
397700,wait for correct stop.,wait on the bench until the bus arrives.,the bus arrives at the departure station.,1,cause
16554495,board the bus when it arrives.,alert the driver your stop is coming.,bus arrives at the source location.,1,cause
1677983,sit on a seat.,ride to desired destination.,get off at stop.,0,effect
334600,go through doors and up the steps.,locate bus stop.,the bus arrives at the departure station.,1,cause
17866404,sit patiently until the bus reaches your destination bus stop.,bus has arrived on destination.,find seat on bus and sit.,1,cause
720191,find empty seat.sit down.,pay fare.,get in bus.,1,cause
1458941,leave bus.,find an empty seat.sit down or stand if there isn't an empty seat.,get onto the bus when it reaches the stop.,1,cause
17803264,find a seat or stand on bus.,wait till my stop is approaching.,figure out the place you want to reach.,0,effect
