,premise,choice1,choice2,label,question
2195,train arrives at the platform.,depart when you arrive.,go to the car.,0,effect
2198,train arrives at the platform.,get off at destination.,go to the car.,0,effect
2199,train arrives at time on the platform.,get off at correct destination.,go to the car.,0,effect
2200,take a seat.,go to the car.,enter the appropriate train car.,1,cause
2201,take a seat.,go to the car.,board train.,1,cause
2202,find a seat.sit down and enjoy the ride.,go to the car.,board the train.,1,cause
2203,sit down.,go to the car.,walk onto the train.,1,cause
2204,find a seat.,go to the car.,get on train.,1,cause
2205,find a seat.,go to the car.,"when train arrives, ride up the train compartment as per ticket.",1,cause
2206,search for the booked seat and sit down.,go to the car.,walk onto the train.,1,cause
2207,find a seat.,go to the car.,"when train arrives, board the train.",1,cause
2208,find a seat.,go to the car.,"when train arrives, board train.",1,cause
2209,find a seat.,go to the car.,board train and be seated.,1,cause
2210,choose a seat.,go to the car.,get on train.,1,cause
2211,board train.,look for the seat number as in ticket.sit on the seat.,go to the car.,0,effect
2212,get on train.,take a seat if possible.,go to the car.,0,effect
2213,get on train.,find a seat.,go to the car.,0,effect
2214,enter train.,sit down.,go to the car.,0,effect
2215,enter train.,sit.,go to the car.,0,effect
2216,upon arrival get into the compartment.,find correct seat.sit in seat.,go to the car.,0,effect
2217,board correct train.,find a seat.,go to the car.,0,effect
2219,board the train.,find a seat.,go to the car.,0,effect
2220,board train.,search for the booked seat and sit down.,go to the car.,0,effect
2221,"when train arrives, board the train.",find a seat.sit down.,go to the car.,0,effect
2222,show ticket to conductor.,go to the car.,"when train arrives, ride up the train compartment as per ticket.",1,cause
2223,give ticket to conductor.,go to the car.,board train when it arrives.,1,cause
2224,give ticket to the attendant.,go to the car.,board train.,1,cause
2225,hand your ticket to the conductor.,go to the car.,get on train.,1,cause
2226,show receptionist train ticket.,go to the car.,board train.,1,cause
2227,give ticket to the attendant.,go to the car.,board the train.,1,cause
2228,show ticket pass to conductor.,go to the car.,get on train.,1,cause
2229,show the ticket checker your ticket.,go to the car.,enter train.,1,cause
2230,hand your ticket to the attendant when asked.,go to the car.,board train and be seated.,1,cause
2231,show conductor ticket.,go to the car.,get on the train and enjoy.,1,cause
2232,give ticket to attendant.,go to the car.,get on train.,1,cause
2233,board train.,go to the car.,show receptionist train ticket.,1,effect
2234,enter the appropriate train car.,go to the car.,give ticket to conductor.,1,effect
2235,get on the train.,go to the car.,hand your ticket to the conductor.,1,effect
2236,get on train.,go to the car.,give conductor ticket.,1,effect
2237,board train.,go to the car.,hand your ticket to the conductor.,1,effect
2238,get on train.,go to the car.,show ticket pass to conductor.,1,effect
2239,you board your train and find your seat.,go to the car.,give ticket to attendant.,1,effect
2240,"when the train comes , get up and enter the train.",go to the car.,show ticket to conductor.,1,effect
2242,board train.,go to the car.,hand ticket to ticket taker.,1,effect
2243,get on my train.,go to the car.,show conductor your ticket.,1,effect
2244,ride to your stop.,go to the car.,board train.,1,cause
2245,wait until your station.,go to the car.,"when train arrives, ride up the train compartment as per ticket.",1,cause
2246,"you ride the train to your destination.if you're going on a long trip, you may receive a meal.",go to the car.,board train.,1,cause
2247,enjoy train ride.,go to the car.,board train.,1,cause
2248,enjoy train ride.,go to the car.,"when train arrives, ride up the train compartment as per ticket.",1,cause
2249,wait until you reach your destination.,go to the car.,get on train.,1,cause
2250,enjoy train ride.,go to the car.,get on train.,1,cause
2251,enjoy train ride.,go to the car.,"when train arrives, board train.",1,cause
2252,relax or listen to favorite music while in train.,go to the car.,"when train arrives, board train.",1,cause
2253,enjoy the ride on the train.,go to the car.,get on train.,1,cause
2254,look out window.order meal.eat.,go to the car.,enter train.,1,cause
2255,board train and be seated.,relax or listen to favorite music while in train.,go to the car.,0,effect
2256,get on the train and enjoy.,ride train.,go to the car.,0,effect
2257,board train and be seated.,look out window.order meal.eat.,go to the car.,0,effect
2258,get on train.,enjoy ride.,go to the car.,0,effect
2259,get on train.,enjoy train ride.,go to the car.,0,effect
2260,get on train.,wait till your stop.,go to the car.,0,effect
2261,board the train.,listen to music or read etc while riding.look at window if you haven't seen the surroundings.,go to the car.,0,effect
2262,"when train arrives, board the train.",enjoy ride.,go to the car.,0,effect
2263,get on train.,listen to music or read etc while riding.look at window if you haven't seen the surroundings.,go to the car.,0,effect
2264,board train.,"you ride the train to your destination.if you're going on a long trip, you may receive a meal.",go to the car.,0,effect
2265,board correct train.,enjoy the ride on the train.,go to the car.,0,effect
2266,arrive at destination.,go to the car.,enter train.,1,cause
2267,"you arrive to your destination, and take your luggage.",go to the car.,get on train.,1,cause
2268,arrive at destination.,go to the car.,get on train.,1,cause
2269,get to destination.,go to the car.,enter train.,1,cause
2270,arrive at destination stop.,go to the car.,get on train.,1,cause
2271,arrive at destination.,go to the car.,"when the train comes , get up and enter the train.",1,cause
2272,arrive at destination.,go to the car.,"when train arrives, ride up the train compartment as per ticket.",1,cause
2273,arrive at destination.,go to the car.,"when train arrives, board a car.",1,cause
2274,arrive at destination.,go to the car.,board the train.,1,cause
2275,arrive at destination.,go to the car.,"when train arrives, board train.",1,cause
2276,arrive at the target destination . .,go to the car.,"when train arrives, board the train.",1,cause
2277,board train and choose a seat.,"you arrive to your destination, and take your luggage.",go to the car.,0,effect
2278,board train.,arrive at destination stop.,go to the car.,0,effect
2279,enter train.,arrive at destination.,go to the car.,0,effect
2280,get in train.,arrive at destination stop.,go to the car.,0,effect
2281,get on train.,"you arrive to your destination, and take your luggage.",go to the car.,0,effect
2282,"when train arrives, get on train.",arrive at destination stop.,go to the car.,0,effect
2283,board train.,arrive at the target destination . .,go to the car.,0,effect
2284,getting into train when arrives.,get to destination.,go to the car.,0,effect
2285,get on the train and enjoy.,arrive at the target destination . .,go to the car.,0,effect
2286,"when the train comes , get up and enter the train.",arrive at destination.,go to the car.,0,effect
2287,get on the train.,arrive at destination.,go to the car.,0,effect
2288,de-train upon reaching the destination.,go to the car.,board train.,1,cause
2289,"when your destination is called, get off train.",go to the car.,board train when it arrives.,1,cause
2290,leave train.,go to the car.,board train when it arrives.,1,cause
2291,leave train.,go to the car.,"when train arrives, ride up the train compartment as per ticket.",1,cause
2292,get off destination.,go to the car.,board train.,1,cause
2293,get off destination.,go to the car.,get on train.,1,cause
2294,get off train.,go to the car.,"when train arrives, ride up the train compartment as per ticket.",1,cause
2295,de-train upon reaching the destination.,go to the car.,board train and be seated.,1,cause
2296,de-train upon reaching the destination.,go to the car.,get on train.,1,cause
2297,exit train.,go to the car.,you board your train and find your seat.,1,cause
2298,get off at your stop.,go to the car.,get on train.,1,cause
2299,get in train.,go to the car.,get off at your stop.,1,effect
2300,board train.,go to the car.,get off at your correct stop.,1,effect
2301,board train.,go to the car.,depart when you arrive.,1,effect
2303,board train.,go to the car.,get off at your stop.,1,effect
2304,get on train.,go to the car.,get off train at your stop.,1,effect
2305,board train when it arrives.,go to the car.,leave train.,1,effect
2306,board train.,go to the car.,get off train.,1,effect
2307,board train when it arrives.,go to the car.,get off train.,1,effect
2308,get on the train and enjoy.,go to the car.,get off train.,1,effect
2309,walk onto the train.,go to the car.,get off at your stop.,1,effect
2310,take all the luggage out of train.,go to the car.,keep bag under the seat.,1,cause
2312,take all the luggage out of train.,go to the car.,adjust luggage in the luggage space.,1,cause
2314,take all the luggage out of train.,go to the car.,place luggage down.,1,cause
2315,take all the luggage out of train.,go to the car.,put carry on luggage in overhead bin.,1,cause
2316,take all the luggage out of train.,go to the car.,adjust luggage in the luggage space available.,1,cause
2317,take all the luggage out of train.,go to the car.,keep luggage under the seat.,1,cause
2318,take all the luggage out of train.,go to the car.,keep luggage in the luggage space.,1,cause
2321,adjust luggage in the luggage space.,take all the luggage out of train.,go to the car.,0,effect
2322,adjust luggage in the luggage space available.,take all the luggage out of train.,go to the car.,0,effect
2324,keep luggage in the luggage space.,take all the luggage out of train.,go to the car.,0,effect
2325,keep luggage under the seat.,take all the luggage out of train.,go to the car.,0,effect
2327,put carry on luggage in overhead bin.,take all the luggage out of train.,go to the car.,0,effect
2329,place luggage down.,take all the luggage out of train.,go to the car.,0,effect
2332,get off destination.,go to the car.,arrive at destination.,1,cause
2333,exit train at correct stop.,go to the car.,get to destination.,1,cause
2334,get off at destination.,go to the car.,arrive at destination.,1,cause
2335,leave train at destination.,go to the car.,"you arrive to your destination, and take your luggage.",1,cause
2336,"when train reaches destination, exit train.",go to the car.,arrive at destination.,1,cause
2337,leave train.,go to the car.,arrive at destination.,1,cause
2338,get off train.,go to the car.,arrive at the target destination . .,1,cause
2339,get off at destination.,go to the car.,arrive at destination stop.,1,cause
2341,depart when you arrive.,go to the car.,"you arrive to your destination, and take your luggage.",1,cause
2342,get off at correct destination.,go to the car.,"you arrive to your destination, and take your luggage.",1,cause
2343,arrive at destination.,get off at destination.,go to the car.,0,effect
2344,arrive at destination.,"when your destination is called, get off train.",go to the car.,0,effect
2345,arrive at the target destination . .,get off train.,go to the car.,0,effect
2346,arrive at destination.,de-train upon reaching the destination.,go to the car.,0,effect
2347,arrive at destination.,get off train at your stop.,go to the car.,0,effect
2348,"you arrive to your destination, and take your luggage.",get off train.,go to the car.,0,effect
2349,arrive at destination stop.,get off at destination.,go to the car.,0,effect
2350,arrive at destination.,get off train.,go to the car.,0,effect
2352,arrive at the target destination . .,get off train at your stop.,go to the car.,0,effect
2353,arrive at destination stop.,get off train at your stop.,go to the car.,0,effect
2354,keep bag under the seat.,check train schedule.,packing/gathering luggage.,1,cause
2355,adjust luggage in the luggage space.,check train schedules.,you have to pack your bags and other take other useful stuff.,1,cause
2356,put carry on luggage in overhead bin.,look up train information online.,pack clothes and other items for the journey.,1,cause
2357,keep bag under the seat.,call and check departure time.,pack clothes.pack luggage for the journey.,1,cause
2358,keep luggage under the seat.,look on schedule board for departure information.,pack bags.,1,cause
2359,place luggage down.,look at all the times and pick a destination.,packing/gathering luggage.,1,cause
2360,keep bag under the seat.,call and check departure time.,packing/gathering luggage.,1,cause
2361,put carry on luggage in overhead bin.,look on schedule board for departure information.,pack luggage for the journey.,1,cause
2362,keep luggage under the seat.,check train schedules.,pack bags.,1,cause
2363,keep luggage under the seat.,look up train information online.,packing/gathering luggage.,1,cause
2364,keep luggage under the seat.,check train schedule.,pack clothes and other items for the journey.,1,cause
2365,pack luggage for the journey.,look on schedule board for departure information.,adjust luggage in the luggage space.,1,effect
2366,pack bags.,check train time.,adjust luggage in the luggage space available.,1,effect
2367,pack luggage for the journey.,call and check departure time.,place luggage down.,1,effect
2368,pack necessary luggage.,check train time.,keep bag under the seat.,1,effect
2369,pack necessary luggage.,check train schedules.,put carry on luggage in overhead bin.,1,effect
2370,pack necessary luggage.,look on schedule board for departure information.,adjust luggage in the luggage space available.,1,effect
2371,pack clothes and other items for the journey.,check train schedule.,adjust luggage in the luggage space available.,1,effect
2372,pack clothes.pack luggage for the journey.,look up train information online.,adjust luggage in the luggage space.,1,effect
2373,pack bags.,check train schedule.,adjust luggage in the luggage space.,1,effect
2374,pack clothes.pack luggage for the journey.,call and check departure time.,keep luggage in the luggage space.,1,effect
2375,pack clothes.pack luggage for the journey.,look at all the times and pick a destination.,keep luggage in the luggage space.,1,effect
2376,take all the luggage out of train.,check train schedules.,pack necessary luggage.,1,cause
2377,take all the luggage out of train.,check train schedule.,pack clothes and other items for the journey.,1,cause
2378,take all the luggage out of train.,look on schedule board for departure information.,pack clothes.pack luggage for the journey.,1,cause
2379,take all the luggage out of train.,check train time.,pack luggage for the journey.,1,cause
2380,take all the luggage out of train.,locate a train schedule.,you have to pack your bags and other take other useful stuff.,1,cause
2381,take all the luggage out of train.,look at all the times and pick a destination.,pack bags.,1,cause
2382,take all the luggage out of train.,look at all the times and pick a destination.,you have to pack your bags and other take other useful stuff.,1,cause
2384,take all the luggage out of train.,look at all the times and pick a destination.,pack clothes and other items for the journey.,1,cause
2385,take all the luggage out of train.,call and check departure time.,pack necessary luggage.,1,cause
2386,take all the luggage out of train.,look on schedule board for departure information.,pack luggage for the journey.,1,cause
2387,pack luggage for the journey.,take all the luggage out of train.,look up train information online.,0,effect
2388,pack bags.,take all the luggage out of train.,check train schedule.,0,effect
2389,pack necessary luggage.,take all the luggage out of train.,look at all the times and pick a destination.,0,effect
2391,pack clothes and other items for the journey.,take all the luggage out of train.,locate a train schedule.,0,effect
2392,pack clothes and other items for the journey.,take all the luggage out of train.,check train schedules.,0,effect
2393,pack clothes and other items for the journey.,take all the luggage out of train.,look at all the times and pick a destination.,0,effect
2395,packing/gathering luggage.,take all the luggage out of train.,locate a train schedule.,0,effect
2396,pack necessary luggage.,take all the luggage out of train.,locate a train schedule.,0,effect
2398,enter train station.,call and check departure time.,get to train stop.,1,cause
2399,enter into the railway station.,locate a train schedule.,go to railway station.,1,cause
2400,enter into the railway station.,look on schedule board for departure information.,go to the railway station.,1,cause
2401,enter the train station.,call and check departure time.,drive to train station.,1,cause
2402,enter the train station.,locate a train schedule.,go to station.,1,cause
2403,enter into the railway station.,look at all the times and pick a destination.,go to the train station.,1,cause
2404,enter train station.,check train schedule.,get to train stop.,1,cause
2405,enter train station.,check train schedules.,go to train station.,1,cause
2406,enter the train station.,look at all the times and pick a destination.,go to station.,1,cause
2407,enter into the railway station.,look on schedule board for departure information.,drive to train station.,1,cause
2408,enter train station from front gate.,call and check departure time.,go to train station.,1,cause
2409,go to train station.,enter train station from front gate.,check train time.,0,effect
2410,go to train station.,enter into the railway station.,check train time.,0,effect
2411,drive to train station.,enter into the railway station.,locate a train schedule.,0,effect
2412,go to train station.,enter into the railway station.,look up train information online.,0,effect
2413,go to the train station.,enter train station.,check train schedule.,0,effect
2414,go to station.,enter into the railway station.,check train time.,0,effect
2415,go to the station.,enter the train station.,look at all the times and pick a destination.,0,effect
2416,go to train station.,enter train station.,locate a train schedule.,0,effect
2417,go to the railway station.,enter into the railway station.,call and check departure time.,0,effect
2418,go to train station.,enter into the railway station.,look on schedule board for departure information.,0,effect
2419,drive to the train station.,enter into the railway station.,look on schedule board for departure information.,0,effect
2420,go to the platform where the train arrives.,look up train information online.,go to the station.,1,cause
2421,go on platform.,check train schedules.,go to the train station.,1,cause
2422,go to correct platform.,call and check departure time.,go to the train station.,1,cause
2423,walk to correct platform.,look at all the times and pick a destination.,go to train station.,1,cause
2424,go to the platform where the train arrives.,locate a train schedule.,drive to train station.,1,cause
2425,go to the platform where the train is expected.,check train schedule.,drive to train station.,1,cause
2426,find rail for your train.,check train schedules.,going to the train station.,1,cause
2427,walk to the train platform.,look on schedule board for departure information.,get to station.,1,cause
2428,go to the platform where the train is expected.,look at all the times and pick a destination.,go to train station.,1,cause
2429,go to the correct train platform.,look up train information online.,go to train station.,1,cause
2430,leave to designated area.,locate a train schedule.,going to the train station.,1,cause
2431,go to train station.,go to the correct train platform.,check train schedules.,0,effect
2432,go to the train station.,walk to the train platform.,check train time.,0,effect
2433,go to the train station.,walk to the train platform.,call and check departure time.,0,effect
2434,going to the train station.,walk to correct platform.,check train time.,0,effect
2435,drive to the train station.,go to platform.,check train schedules.,0,effect
2436,go to the train station.,go to the platform where the train is expected.,call and check departure time.,0,effect
2437,go to station.,walk to correct platform.,look at all the times and pick a destination.,0,effect
2438,go to train station.,go to correct platform.,call and check departure time.,0,effect
2439,go to train station.,go to platform.,look on schedule board for departure information.,0,effect
2440,go to the train station.,go to the platform where the train is expected.,check train schedules.,0,effect
2441,get to station.,find rail for your train.,look on schedule board for departure information.,0,effect
2442,get out of car.,look up train information online.,park car .,1,cause
2443,get out of car.,call and check departure time.,park at station.,1,cause
2444,get out of car.,locate a train schedule.,park car.,1,cause
2445,get out of car.,locate a train schedule.,park at station.,1,cause
2446,get out of car.,check train schedule.,park car.,1,cause
2447,get out of car.,look at all the times and pick a destination.,park car at parking.,1,cause
2448,get out of car.,check train time.,park at station.,1,cause
2449,get out of car.,look on schedule board for departure information.,park car .,1,cause
2451,get out of car.,look up train information online.,ensure transportation is secured in lot.,1,cause
2452,get out of car.,check train schedule.,ensure transportation is secured in lot.,1,cause
2453,park car.,get out of car.,call and check departure time.,0,effect
2454,ensure transportation is secured in lot.,get out of car.,check train time.,0,effect
2455,park car at parking.,get out of car.,call and check departure time.,0,effect
2456,park at station.,get out of car.,locate a train schedule.,0,effect
2457,ensure transportation is secured in lot.,get out of car.,look up train information online.,0,effect
2458,park at station.,get out of car.,check train schedules.,0,effect
2459,park car .,get out of car.,look up train information online.,0,effect
2461,park car.,get out of car.,locate a train schedule.,0,effect
2462,park car at parking.,get out of car.,check train schedules.,0,effect
2463,park at station.,get out of car.,check train time.,0,effect
2464,go to the correct train platform.,check train schedule.,enter train station.,1,cause
2465,go to the platform where the train arrives.,look up train information online.,enter into the railway station.,1,cause
2466,walk to the train platform.,check train schedule.,enter into the railway station.,1,cause
2468,go to correct platform.,look at all the times and pick a destination.,enter into the railway station.,1,cause
2469,walk to the train platform.,look at all the times and pick a destination.,enter train station from front gate.,1,cause
2470,walk to the train platform.,check train schedules.,enter the train station.,1,cause
2471,go to the platform where the train is expected.,look on schedule board for departure information.,enter train station from front gate.,1,cause
2472,go to correct platform.,call and check departure time.,enter train station from front gate.,1,cause
2473,go to the correct train platform.,check train schedules.,enter train station.,1,cause
2474,go to the assigned track.,check train schedule.,enter into the railway station.,1,cause
2475,enter the train station.,go to the correct train platform.,look up train information online.,0,effect
2476,enter into the railway station.,go on platform.,look on schedule board for departure information.,0,effect
2477,enter the train station.,walk to the train platform.,look at all the times and pick a destination.,0,effect
2478,enter the train station.,go to correct platform.,call and check departure time.,0,effect
2479,enter into the railway station.,go to the platform where the train arrives.,look on schedule board for departure information.,0,effect
2480,enter train station.,walk to correct platform.,look on schedule board for departure information.,0,effect
2481,enter train station from front gate.,find rail for your train.,look on schedule board for departure information.,0,effect
2482,enter train station from front gate.,go to the correct train platform.,check train schedule.,0,effect
2483,enter the train station.,go to the platform where the train is expected.,look at all the times and pick a destination.,0,effect
2484,enter train station from front gate.,go to the assigned track.,look on schedule board for departure information.,0,effect
2485,enter into the railway station.,go to the assigned track.,look up train information online.,0,effect
2486,stand in queue in front of a ticket counter and wait.,check train time.,walk to ticket counter.,1,cause
2487,get in line to buy ticket.,check train schedules.,go to counter.,1,cause
2488,wait in line for getting ticket if not booked already.,look up train information online.,walk to ticket counter.,1,cause
2489,get in line to buy ticket.,locate a train schedule.,go to ticket office.,1,cause
2490,stand in queue in front of a ticket counter and wait.,look up train information online.,go to ticket window.,1,cause
2491,get in line to buy ticket.,check train schedule.,walk to ticket counter.,1,cause
2492,wait in line for getting ticket if not booked already.,check train time.,get to ticket booth.,1,cause
2493,wait in line for getting ticket if not booked already.,call and check departure time.,go to ticket office.,1,cause
2494,get in line to buy ticket.,check train schedules.,get to ticket booth.,1,cause
2495,stand in queue in front of a ticket counter and wait.,look at all the times and pick a destination.,get to ticket booth.,1,cause
2496,wait in line for getting ticket if not booked already.,look at all the times and pick a destination.,go to ticket office.,1,cause
2497,walk to ticket counter.,wait in line for getting ticket if not booked already.,look up train information online.,0,effect
2498,go to counter.,get in line to buy ticket.,check train schedules.,0,effect
2499,go to ticket office.,stand in queue in front of a ticket counter and wait.,check train time.,0,effect
2500,get to ticket booth.,get in line to buy ticket.,check train schedule.,0,effect
2501,go to ticket window.,stand in queue in front of a ticket counter and wait.,check train time.,0,effect
2502,go to ticket window.,stand in queue in front of a ticket counter and wait.,look at all the times and pick a destination.,0,effect
2503,walk to ticket counter.,get in line to buy ticket.,look up train information online.,0,effect
2504,go to ticket window.,get in line to buy ticket.,check train time.,0,effect
2505,go to ticket window.,wait in line for getting ticket if not booked already.,check train schedules.,0,effect
2506,get to ticket booth.,get in line to buy ticket.,call and check departure time.,0,effect
2507,go to ticket window.,stand in queue in front of a ticket counter and wait.,look on schedule board for departure information.,0,effect
2508,buy train ticket.,call and check departure time.,walk to ticket counter.,1,cause
2509,purchase tickets.,look on schedule board for departure information.,get to ticket booth.,1,cause
2510,purchase your train ticket.,locate a train schedule.,walk to ticket counter.,1,cause
2511,purchase ticket.,check train time.,go to ticket window.,1,cause
2512,purchase ticket.,look at all the times and pick a destination.,walk to ticket counter.,1,cause
2513,buy a train ticket.,look up train information online.,go to ticket window.,1,cause
2514,buy a ticket at the window.,check train time.,go to ticket office.,1,cause
2515,purchase ticket for the destination station.,check train schedule.,walk to ticket counter.,1,cause
2516,purchase ticket.,check train schedules.,go to counter.,1,cause
2517,obtain train ticket.,locate a train schedule.,go to counter.,1,cause
2518,buy ticket to the travel destination.,look on schedule board for departure information.,go to ticket window.,1,cause
2519,walk to ticket counter.,purchase train ticket for destination.,check train schedule.,0,effect
2520,walk to ticket counter.,gathering ticket and required identification.,check train time.,0,effect
2521,go to counter.,buy ticket.,call and check departure time.,0,effect
2522,walk to ticket counter.,purchase ticket for the destination station.,check train schedule.,0,effect
2523,go to ticket office.,tell the clerk where you want to travel to.pay the clerk for ticket.,check train schedule.,0,effect
2524,go to ticket window.,buying a ticket.,look on schedule board for departure information.,0,effect
2525,go to counter.,buy ticket.,check train time.,0,effect
2526,walk to ticket counter.,buy ticket.,call and check departure time.,0,effect
2527,go to counter.,buy ticket to train.,check train time.,0,effect
2528,go to ticket office.,purchase ticket.,check train schedule.,0,effect
2529,get to ticket booth.,purchase ticket.,check train schedule.,0,effect
2530,leave to designated area.,check train time.,find the correct platform.,1,cause
2531,go to the correct train platform.,look on schedule board for departure information.,find the correct platform.,1,cause
2532,go to the platform where the train arrives.,call and check departure time.,find out what platform the train will be on.,1,cause
2533,go to the platform where the train is expected.,locate a train schedule.,find out what platform the train will be on.,1,cause
2534,go to the platform where the train is expected.,call and check departure time.,find out what platform the train will be on.,1,cause
2535,go to the platform where the train arrives.,check train time.,find out what platform the train will be on.,1,cause
2536,go to the platform where the train is expected.,check train schedule.,find out what platform the train will be on.,1,cause
2537,leave to designated area.,look on schedule board for departure information.,find the correct platform.,1,cause
2538,go on platform.,locate a train schedule.,find out what platform the train will be on.,1,cause
2539,go to the platform where the train arrives.,look on schedule board for departure information.,find out what platform the train will be on.,1,cause
2540,go to the platform where the train is expected.,check train schedules.,find out what platform the train will be on.,1,cause
2541,find out what platform the train will be on.,find rail for your train.,look up train information online.,0,effect
2542,find out what platform the train will be on.,leave to designated area.,look at all the times and pick a destination.,0,effect
2543,find out what platform the train will be on.,go to the assigned track.,look on schedule board for departure information.,0,effect
2544,find out what platform the train will be on.,leave to designated area.,check train time.,0,effect
2545,find out what platform the train will be on.,find rail for your train.,check train schedule.,0,effect
2546,find the correct platform.,go to platform.,check train schedule.,0,effect
2547,find the correct platform.,go to correct platform.,check train time.,0,effect
2548,find out what platform the train will be on.,go to the platform where the train arrives.,check train schedules.,0,effect
2549,find out what platform the train will be on.,go to the platform where the train arrives.,check train time.,0,effect
2550,find out what platform the train will be on.,go to platform.,check train schedule.,0,effect
2552,board train when it arrives.,look at all the times and pick a destination.,train arrives at time on the platform.,1,cause
2553,board train.,call and check departure time.,train arrives at time on the platform.,1,cause
2554,board the train.,call and check departure time.,train arrives at time on the platform.,1,cause
2555,get on train.,call and check departure time.,train arrives at the platform.,1,cause
2556,get on train.,check train time.,train arrives at the platform.,1,cause
2557,"when train arrives, board the train.",look at all the times and pick a destination.,train arrives at time on the platform.,1,cause
2558,get on train.,look up train information online.,train arrives at time on the platform.,1,cause
2559,get on train.,locate a train schedule.,train arrives at time on the platform.,1,cause
2560,get on the train and enjoy.,look at all the times and pick a destination.,train arrives at the platform.,1,cause
2561,get on train.,look up train information online.,train arrives at the platform.,1,cause
2562,enter train.,look up train information online.,train arrives at time on the platform.,1,cause
2563,train arrives at time on the platform.,board the train.,check train time.,0,effect
2564,train arrives at time on the platform.,get on the train.,look on schedule board for departure information.,0,effect
2565,train arrives at the platform.,get on the train and enjoy.,look at all the times and pick a destination.,0,effect
2566,train arrives at the platform.,board train.,locate a train schedule.,0,effect
2567,train arrives at time on the platform.,board train.,check train schedules.,0,effect
2568,train arrives at time on the platform.,board train when it arrives.,check train schedule.,0,effect
2569,train arrives at the platform.,board train when it arrives.,check train schedule.,0,effect
2570,train arrives at time on the platform.,get on train.,call and check departure time.,0,effect
2571,train arrives at time on the platform.,board train and be seated.,look up train information online.,0,effect
2572,train arrives at the platform.,get on train.,look up train information online.,0,effect
2573,train arrives at the platform.,get on train.,locate a train schedule.,0,effect
2574,find an empty seat.,look on schedule board for departure information.,train arrives at the platform.,1,cause
2575,find a seat.,check train time.,train arrives at time on the platform.,1,cause
2576,take a seat if possible.,call and check departure time.,train arrives at time on the platform.,1,cause
2577,sit down.,locate a train schedule.,train arrives at the platform.,1,cause
2578,sit down.,check train schedules.,train arrives at time on the platform.,1,cause
2579,find a seat and sit down.,locate a train schedule.,train arrives at the platform.,1,cause
2580,find a seat.,check train schedules.,train arrives at time on the platform.,1,cause
2581,find a seat and sit down.,look up train information online.,train arrives at time on the platform.,1,cause
2582,take a seat if possible.,locate a train schedule.,train arrives at time on the platform.,1,cause
2583,find the reserved seat and sit down.,call and check departure time.,train arrives at the platform.,1,cause
2584,find a seat.,call and check departure time.,train arrives at the platform.,1,cause
2585,train arrives at time on the platform.,look at all the times and pick a destination.,search for the booked seat and sit down.,1,effect
2586,train arrives at the platform.,look on schedule board for departure information.,sit.,1,effect
2587,train arrives at time on the platform.,call and check departure time.,sit down and ride.,1,effect
2588,train arrives at time on the platform.,check train time.,sit down.,1,effect
2589,train arrives at time on the platform.,call and check departure time.,find a seat.,1,effect
2590,train arrives at time on the platform.,check train time.,find seat.sit and relax.,1,effect
2592,train arrives at the platform.,call and check departure time.,look for the seat number as in ticket.sit on the seat.,1,effect
2593,train arrives at time on the platform.,look on schedule board for departure information.,find a seat or stand.,1,effect
2594,train arrives at time on the platform.,check train schedule.,find seat.,1,effect
2595,train arrives at time on the platform.,check train schedule.,find a seat.sit down and enjoy the ride.,1,effect
2596,hand the attendant your ticket.,call and check departure time.,train arrives at time on the platform.,1,cause
2597,hand ticket to ticket taker.,locate a train schedule.,train arrives at time on the platform.,1,cause
2598,give ticket to conductor.,check train schedules.,train arrives at the platform.,1,cause
2599,show ticket pass to conductor.,check train schedules.,train arrives at time on the platform.,1,cause
2600,hand the attendant your ticket.,look at all the times and pick a destination.,train arrives at time on the platform.,1,cause
2601,show ticket pass.,check train schedule.,train arrives at time on the platform.,1,cause
2602,give ticket to the attendant.,look at all the times and pick a destination.,train arrives at the platform.,1,cause
2603,show ticket pass.,check train schedules.,train arrives at the platform.,1,cause
2604,show ticket to attendant.,look on schedule board for departure information.,train arrives at the platform.,1,cause
2605,show ticket pass to conductor.,locate a train schedule.,train arrives at time on the platform.,1,cause
2606,hand your ticket to the conductor.,locate a train schedule.,train arrives at time on the platform.,1,cause
2607,train arrives at the platform.,check train schedules.,show ticket to conductor.,1,effect
2608,train arrives at time on the platform.,call and check departure time.,give ticket to the attendant.,1,effect
2609,train arrives at time on the platform.,check train schedules.,give conductor ticket.,1,effect
2610,train arrives at time on the platform.,check train schedules.,wait for attendant to walk by and pay for your ticket.,1,effect
2611,train arrives at the platform.,look up train information online.,give conductor ticket.,1,effect
2612,train arrives at time on the platform.,look up train information online.,give ticket to conductor.,1,effect
2614,train arrives at time on the platform.,look on schedule board for departure information.,give ticket to conductor.,1,effect
2615,train arrives at the platform.,look on schedule board for departure information.,give ticket to steward when asked.,1,effect
2616,train arrives at time on the platform.,look up train information online.,give ticket to attendant.,1,effect
2617,train arrives at the platform.,check train time.,hand the attendant your ticket.,1,effect
2618,enjoy train ride.,look on schedule board for departure information.,train arrives at the platform.,1,cause
2619,ride to your stop.,call and check departure time.,train arrives at time on the platform.,1,cause
2620,wait for destination stop.,look up train information online.,train arrives at time on the platform.,1,cause
2621,wait until your station.,check train time.,train arrives at the platform.,1,cause
2622,ride and enjoy the countryside.,look up train information online.,train arrives at time on the platform.,1,cause
