,premise,choice1,choice2,label,question
1763,find out what bus to take.,find a seat.,check to bus schedule in the time table to see when the bus is running.,1,cause
1764,decide which bus.,starting walking to seat on bus.sit in seat.,look at bus schedule on time table.decide what time you need to arrive at bus stop.,1,cause
1765,find out what bus to take.,choose a seat.,get a local bus map or bus schedule.check the bus schedule to make sure that the bus route stops by destination.check the bus schedule to find the times that the bus stops by your location.,1,cause
1766,find out what bus to take.,find empty seat.sit down.,get a bus schedule by checking time table.,1,cause
1767,find out what bus to take.,walk down center of bus to find a seat.sit in seat.,get a local bus map or bus schedule.check the bus schedule to make sure that the bus route stops by destination.check the bus schedule to find the times that the bus stops by your location.,1,cause
1768,find out what bus to take.,find a empty seat.,check bus schedule in time table.,1,cause
1769,find out what bus to take.,sit down.,check bus schedule in time table.,1,cause
1770,find out what bus to take.,find a seat.,check the schedule of bus in time table.,1,cause
1771,find out what bus to take.,choose a seat.,check bus schedule in time table.,1,cause
1772,decide which bus.,find a seat.,check the schedule of bus in time table.,1,cause
1773,find out what bus to take.,sit down.,find out when bus leaves.,1,cause
1774,decide which bus.,find empty seat.sit down.,get a bus schedule by checking time table.,1,cause
1775,find out what bus to take.,find a seat.,check bus schedule in time table.,1,cause
1776,decide which bus.,take available seat.,find bus schedule information from time table.,1,cause
1777,decide which bus.,sit or stand to location.,have the knowledge about the bus schedule from time table.,1,cause
1778,find out what bus to take.,find a seat or stand on bus.,have the knowledge about the bus schedule from time table.,1,cause
1779,decide which bus.,find seat on bus.,find bus schedule information from time table.,1,cause
1781,find out what bus to take.,starting walking to seat on bus.sit in seat.,check the schedule of bus in time table.,1,cause
1782,find out what bus to take.,find a seat or stand on bus.,get a bus schedule by checking time table.,1,cause
1783,decide which bus.,find a seat.sit down.,get a local bus map or bus schedule.check the bus schedule to make sure that the bus route stops by destination.check the bus schedule to find the times that the bus stops by your location.,1,cause
1784,find out what bus to take.,find a empty seat.,check the schedule of bus in time table.,1,cause
1785,decide which bus.,find a seat or stand on bus.,find out when bus leaves.,1,cause
1786,decide which bus.,sit down if possible.,get a bus schedule by checking time table.,1,cause
1787,decide which bus.,sit down.,check bus schedule in time table.,1,cause
1788,find out what bus to take.,find empty seat.sit down.,find out when bus leaves.,1,cause
1789,decide which bus.,sit down in on empty seat in bus.,get a local bus map or bus schedule.check the bus schedule to make sure that the bus route stops by destination.check the bus schedule to find the times that the bus stops by your location.,1,cause
1790,find out what bus to take.,choose a seat.,find bus schedule information from time table.,1,cause
1791,decide which bus.,find a seat.,check to bus schedule in the time table to see when the bus is running.,1,cause
1792,look at bus schedule on time table.decide what time you need to arrive at bus stop.,decide which bus.,wait for your stop.,0,effect
1793,get a bus schedule by checking time table.,decide which bus.,wait to get to destination.,0,effect
1794,find out when bus leaves.,find out what bus to take.,wait for stop.,0,effect
1795,check the schedule of bus in time table.,decide which bus.,wait for bus stop destination.,0,effect
1796,check bus schedule in time table.,find out what bus to take.,ride on the bus.,0,effect
1797,find bus schedule information from time table.,find out what bus to take.,wait for bus stop destination.,0,effect
1798,look at bus schedule on time table.decide what time you need to arrive at bus stop.,find out what bus to take.,wait for correct stop.,0,effect
1799,check to bus schedule in the time table to see when the bus is running.,find out what bus to take.,wait for your stop.,0,effect
1801,check to bus schedule in the time table to see when the bus is running.,find out what bus to take.,ride to desired destination.,0,effect
1802,look at bus schedule on time table.decide what time you need to arrive at bus stop.,decide which bus.,wait till my stop is approaching.,0,effect
1803,check the schedule of bus in time table.,decide which bus.,ride to destination.,0,effect
1804,check bus schedule in time table.,find out what bus to take.,sit in a seat until you see your destination.,0,effect
1805,check to bus schedule in the time table to see when the bus is running.,find out what bus to take.,wait for stop.,0,effect
1806,get a local bus map or bus schedule.check the bus schedule to make sure that the bus route stops by destination.check the bus schedule to find the times that the bus stops by your location.,decide which bus.,wait for your stop.,0,effect
1807,check bus schedule in time table.,find out what bus to take.,wait for bus stop destination.,0,effect
1808,get a bus schedule by checking time table.,find out what bus to take.,wait for your stop.,0,effect
1809,look at bus schedule on time table.decide what time you need to arrive at bus stop.,find out what bus to take.,wait for your stop.,0,effect
1810,find bus schedule information from time table.,find out what bus to take.,wait for stop.,0,effect
1811,check bus schedule in time table.,find out what bus to take.,wait for correct stop.,0,effect
1812,check bus schedule in time table.,find out what bus to take.,sit patiently until the bus reaches your destination bus stop.,0,effect
1813,find out bus schedule using time table.,find out what bus to take.,ride.,0,effect
1814,look at bus schedule on time table.decide what time you need to arrive at bus stop.,decide which bus.,wait for correct stop.,0,effect
1815,find out bus schedule using time table.,decide which bus.,wait till my stop is approaching.,0,effect
1816,have the knowledge about the bus schedule from time table.,decide which bus.,wait to get to destination.,0,effect
1817,check the schedule of bus in time table.,decide which bus.,sit patiently until the bus reaches your destination bus stop.,0,effect
1818,have the knowledge about the bus schedule from time table.,decide which bus.,wait for correct stop.,0,effect
1819,find bus schedule information from time table.,find out what bus to take.,wait for your stop.,0,effect
1820,check bus schedule in time table.,find out what bus to take.,wait for your stop.,0,effect
1822,get a local bus map or bus schedule.check the bus schedule to make sure that the bus route stops by destination.check the bus schedule to find the times that the bus stops by your location.,find out what bus to take.,wait till my stop is approaching.,0,effect
1823,find out when bus leaves.,decide which bus.,wait for destination.,0,effect
1824,decide which bus.,sit patiently until the bus reaches your destination bus stop.,check to bus schedule in the time table to see when the bus is running.,1,cause
1825,find out what bus to take.,wait for destination.,check bus schedule in time table.,1,cause
1826,find out what bus to take.,sit patiently until the bus reaches your destination bus stop.,check the schedule of bus in time table.,1,cause
1827,find out what bus to take.,wait for your stop.,look at bus schedule on time table.decide what time you need to arrive at bus stop.,1,cause
1828,find out what bus to take.,wait till my stop is approaching.,check to bus schedule in the time table to see when the bus is running.,1,cause
1829,find out what bus to take.,ride.,check bus schedule in time table.,1,cause
1830,decide which bus.,ride on the bus.,get a bus schedule by checking time table.,1,cause
1831,find out what bus to take.,ride bus to destination.,find out bus schedule using time table.,1,cause
1832,decide which bus.,wait to get to destination.,check the schedule of bus in time table.,1,cause
1833,find out what bus to take.,wait for your stop.,check bus schedule in time table.,1,cause
1834,find out what bus to take.,sit patiently until the bus reaches your destination bus stop.,find out bus schedule using time table.,1,cause
1836,find out what bus to take.,wait for bus stop destination.,find out when bus leaves.,1,cause
1837,decide which bus.,wait for your stop.,check to bus schedule in the time table to see when the bus is running.,1,cause
1839,decide which bus.,ride to desired destination.,get a bus schedule by checking time table.,1,cause
1840,find out what bus to take.,wait for bus stop destination.,have the knowledge about the bus schedule from time table.,1,cause
1841,find out what bus to take.,ride.,get a local bus map or bus schedule.check the bus schedule to make sure that the bus route stops by destination.check the bus schedule to find the times that the bus stops by your location.,1,cause
1842,find out what bus to take.,wait for correct stop.,have the knowledge about the bus schedule from time table.,1,cause
1843,find out what bus to take.,sit patiently until the bus reaches your destination bus stop.,get a local bus map or bus schedule.check the bus schedule to make sure that the bus route stops by destination.check the bus schedule to find the times that the bus stops by your location.,1,cause
1844,decide which bus.,wait for your stop.,get a bus schedule by checking time table.,1,cause
1845,decide which bus.,wait for destination.,have the knowledge about the bus schedule from time table.,1,cause
1846,decide which bus.,ride on the bus.,check to bus schedule in the time table to see when the bus is running.,1,cause
1847,find out what bus to take.,enjoy the ride.,find out when bus leaves.,1,cause
1848,decide which bus.,ride on the bus.,find bus schedule information from time table.,1,cause
1849,decide which bus.,wait for stop.,find out when bus leaves.,1,cause
1850,decide which bus.,wait for stop.,find out bus schedule using time table.,1,cause
1851,decide which bus.,ride to destination.,check the schedule of bus in time table.,1,cause
1852,decide which bus.,wait for your stop.,look at bus schedule on time table.decide what time you need to arrive at bus stop.,1,cause
1853,decide which bus.,wait for your stop.,get a local bus map or bus schedule.check the bus schedule to make sure that the bus route stops by destination.check the bus schedule to find the times that the bus stops by your location.,1,cause
1854,find out what bus to take.,wait till my stop is approaching.,check bus schedule in time table.,1,cause
1855,decide which bus.,wait for your stop.,check bus schedule in time table.,1,cause
1856,find bus schedule information from time table.,find out what bus to take.,wait for your stop to be announced.,0,effect
1857,get a bus schedule by checking time table.,decide which bus.,wait for your stop.,0,effect
1858,find out when bus leaves.,find out what bus to take.,wait for your stop.,0,effect
1859,find out bus schedule using time table.,find out what bus to take.,wait for bus to stop.,0,effect
1860,have the knowledge about the bus schedule from time table.,find out what bus to take.,wait for bus to stop.,0,effect
1861,get a local bus map or bus schedule.check the bus schedule to make sure that the bus route stops by destination.check the bus schedule to find the times that the bus stops by your location.,decide which bus.,wait until the bus arrives at the destination.,0,effect
1862,check bus schedule in time table.,find out what bus to take.,pay attention for your stop.,0,effect
1863,have the knowledge about the bus schedule from time table.,decide which bus.,watch and listen for stop announcement.,0,effect
1864,check bus schedule in time table.,decide which bus.,pay attention for your stop.,0,effect
1865,find bus schedule information from time table.,decide which bus.,wait for bus to arrive at stop.,0,effect
1866,find out when bus leaves.,decide which bus.,wait for your stop.,0,effect
1867,look at bus schedule on time table.decide what time you need to arrive at bus stop.,find out what bus to take.,wait for bus to stop.,0,effect
1868,look at bus schedule on time table.decide what time you need to arrive at bus stop.,decide which bus.,watch until you see your stop to get off.,0,effect
1869,check to bus schedule in the time table to see when the bus is running.,find out what bus to take.,wait for your stop to be announced.,0,effect
1870,check bus schedule in time table.,find out what bus to take.,watch until you see your stop to get off.,0,effect
1871,find out when bus leaves.,decide which bus.,watch until you see your stop to get off.,0,effect
1872,check the schedule of bus in time table.,find out what bus to take.,pay attention for your stop.,0,effect
1873,find bus schedule information from time table.,find out what bus to take.,watch for your stop.wait until bus stops completely.,0,effect
1876,check the schedule of bus in time table.,decide which bus.,watch for your stop.wait until bus stops completely.,0,effect
1877,find out bus schedule using time table.,find out what bus to take.,watch and listen for stop announcement.,0,effect
1878,get a bus schedule by checking time table.,find out what bus to take.,wait for bus to reach your stop.,0,effect
1879,check bus schedule in time table.,decide which bus.,watch for your destination.,0,effect
1880,have the knowledge about the bus schedule from time table.,decide which bus.,pay attention for your stop.,0,effect
1881,look at bus schedule on time table.decide what time you need to arrive at bus stop.,decide which bus.,wait for bus to arrive at stop.,0,effect
1882,check bus schedule in time table.,find out what bus to take.,wait for your stop to be announced.,0,effect
1883,get a local bus map or bus schedule.check the bus schedule to make sure that the bus route stops by destination.check the bus schedule to find the times that the bus stops by your location.,find out what bus to take.,watch and listen for stop announcement.,0,effect
1885,check bus schedule in time table.,decide which bus.,watch stops out window.,0,effect
1886,check the schedule of bus in time table.,decide which bus.,watch stops out window.,0,effect
1887,find out bus schedule using time table.,find out what bus to take.,wait for bus to reach your stop.,0,effect
1888,find out what bus to take.,watch for your destination.,look at bus schedule on time table.decide what time you need to arrive at bus stop.,1,cause
1889,find out what bus to take.,watch for your stop.wait until bus stops completely.,look at bus schedule on time table.decide what time you need to arrive at bus stop.,1,cause
1890,decide which bus.,watch stops out window.,check to bus schedule in the time table to see when the bus is running.,1,cause
1891,find out what bus to take.,wait for bus to reach your stop.,check to bus schedule in the time table to see when the bus is running.,1,cause
1893,decide which bus.,wait for your stop to be announced.,look at bus schedule on time table.decide what time you need to arrive at bus stop.,1,cause
1895,decide which bus.,wait for your stop to be announced.,get a local bus map or bus schedule.check the bus schedule to make sure that the bus route stops by destination.check the bus schedule to find the times that the bus stops by your location.,1,cause
1896,decide which bus.,watch stops out window.,get a local bus map or bus schedule.check the bus schedule to make sure that the bus route stops by destination.check the bus schedule to find the times that the bus stops by your location.,1,cause
1897,decide which bus.,wait until the bus arrives at the destination.,get a bus schedule by checking time table.,1,cause
1898,decide which bus.,watch for your destination.,check to bus schedule in the time table to see when the bus is running.,1,cause
1899,decide which bus.,pay attention for your stop.,have the knowledge about the bus schedule from time table.,1,cause
1900,decide which bus.,wait for your stop to be announced.,find out when bus leaves.,1,cause
1901,find out what bus to take.,wait for your stop.,get a local bus map or bus schedule.check the bus schedule to make sure that the bus route stops by destination.check the bus schedule to find the times that the bus stops by your location.,1,cause
1902,find out what bus to take.,wait for bus to stop.,check to bus schedule in the time table to see when the bus is running.,1,cause
1903,decide which bus.,wait for bus to reach your stop.,check the schedule of bus in time table.,1,cause
1904,decide which bus.,wait for bus to arrive at stop.,check the schedule of bus in time table.,1,cause
1907,find out what bus to take.,wait for bus to reach your stop.,find out bus schedule using time table.,1,cause
1908,find out what bus to take.,wait for bus to reach destination.,find bus schedule information from time table.,1,cause
1909,find out what bus to take.,watch and listen for stop announcement.,check the schedule of bus in time table.,1,cause
1910,decide which bus.,watch stops out window.,check the schedule of bus in time table.,1,cause
1911,decide which bus.,wait for bus to reach destination.,find bus schedule information from time table.,1,cause
1913,find out what bus to take.,wait until the bus arrives at the destination.,check bus schedule in time table.,1,cause
1914,decide which bus.,wait for your stop to be announced.,have the knowledge about the bus schedule from time table.,1,cause
1915,find out what bus to take.,wait for bus to reach your stop.,check the schedule of bus in time table.,1,cause
1916,find out what bus to take.,wait for your stop.,check to bus schedule in the time table to see when the bus is running.,1,cause
1917,find out what bus to take.,wait for bus to reach your stop.,have the knowledge about the bus schedule from time table.,1,cause
1918,decide which bus.,watch until you see your stop to get off.,find out when bus leaves.,1,cause
1919,find out what bus to take.,wait until the bus arrives at the destination.,check to bus schedule in the time table to see when the bus is running.,1,cause
1920,find bus schedule information from time table.,find out what bus to take.,"when you are near your destination, press the stop button.",0,effect
1921,check the schedule of bus in time table.,find out what bus to take.,ring the bell when you see your destination.,0,effect
1922,find out when bus leaves.,decide which bus.,"when the bus approaches your destination, press the button to signal a stop.",0,effect
1923,find out bus schedule using time table.,find out what bus to take.,"when the bus approaches your destination, press the button to signal a stop.",0,effect
1924,check to bus schedule in the time table to see when the bus is running.,find out what bus to take.,press stop button.,0,effect
1925,get a bus schedule by checking time table.,decide which bus.,"when your stop approaches, pull cord.",0,effect
1926,check bus schedule in time table.,decide which bus.,ring bell when bus approaches stop at destination.,0,effect
1927,find bus schedule information from time table.,decide which bus.,signal for a stop where i want to get off.,0,effect
1928,find out when bus leaves.,find out what bus to take.,signal by bell for stop.,0,effect
1929,have the knowledge about the bus schedule from time table.,decide which bus.,pull signal for stop.,0,effect
1930,have the knowledge about the bus schedule from time table.,decide which bus.,"when you are near your destination, press the stop button.",0,effect
1932,have the knowledge about the bus schedule from time table.,find out what bus to take.,signal by bell for stop.,0,effect
1933,find out bus schedule using time table.,decide which bus.,"about one block away from your stop, pull the \.",0,effect
1934,get a bus schedule by checking time table.,decide which bus.,press stop button.,0,effect
1936,check the schedule of bus in time table.,decide which bus.,alert the driver your stop is coming.,0,effect
1937,check bus schedule in time table.,find out what bus to take.,pull cord at stop.,0,effect
1938,find out when bus leaves.,decide which bus.,ring the bell when you see your destination.,0,effect
1939,get a bus schedule by checking time table.,decide which bus.,"when you are near your destination, press the stop button.",0,effect
1940,get a local bus map or bus schedule.check the bus schedule to make sure that the bus route stops by destination.check the bus schedule to find the times that the bus stops by your location.,decide which bus.,press stop button.,0,effect
1941,find out bus schedule using time table.,find out what bus to take.,pull the cord when you want the bus to stop.,0,effect
1942,look at bus schedule on time table.decide what time you need to arrive at bus stop.,find out what bus to take.,pull the cord when you want the bus to stop.,0,effect
1943,check to bus schedule in the time table to see when the bus is running.,decide which bus.,"when your stop approaches, pull cord.",0,effect
1944,check bus schedule in time table.,find out what bus to take.,"when your stop approaches, pull cord.",0,effect
1945,get a local bus map or bus schedule.check the bus schedule to make sure that the bus route stops by destination.check the bus schedule to find the times that the bus stops by your location.,find out what bus to take.,ring bell when bus approaches stop at destination.,0,effect
1946,check the schedule of bus in time table.,decide which bus.,pull cord at stop.,0,effect
1947,find out bus schedule using time table.,find out what bus to take.,ring the bell when you see your destination.,0,effect
1948,check the schedule of bus in time table.,decide which bus.,signal for a stop where i want to get off.,0,effect
1949,have the knowledge about the bus schedule from time table.,decide which bus.,signal for a stop where i want to get off.,0,effect
1950,get a local bus map or bus schedule.check the bus schedule to make sure that the bus route stops by destination.check the bus schedule to find the times that the bus stops by your location.,find out what bus to take.,"when the bus approaches your destination, press the button to signal a stop.",0,effect
1951,have the knowledge about the bus schedule from time table.,find out what bus to take.,"when you are near your destination, press the stop button.",0,effect
1952,find out what bus to take.,press stop button.,find bus schedule information from time table.,1,cause
1953,decide which bus.,pull signal for stop.,check the schedule of bus in time table.,1,cause
1954,decide which bus.,pull signal for stop.,get a local bus map or bus schedule.check the bus schedule to make sure that the bus route stops by destination.check the bus schedule to find the times that the bus stops by your location.,1,cause
1955,find out what bus to take.,alert the driver your stop is coming.,look at bus schedule on time table.decide what time you need to arrive at bus stop.,1,cause
1956,decide which bus.,signal for a stop where i want to get off.,have the knowledge about the bus schedule from time table.,1,cause
1957,decide which bus.,"when you are near your destination, press the stop button.",get a bus schedule by checking time table.,1,cause
1958,decide which bus.,pull the cord alerting the driver to stop.,find out when bus leaves.,1,cause
1959,decide which bus.,press stop button.,get a local bus map or bus schedule.check the bus schedule to make sure that the bus route stops by destination.check the bus schedule to find the times that the bus stops by your location.,1,cause
1960,decide which bus.,ring bell when bus approaches stop at destination.,look at bus schedule on time table.decide what time you need to arrive at bus stop.,1,cause
1961,decide which bus.,alert the driver your stop is coming.,check bus schedule in time table.,1,cause
1962,find out what bus to take.,alert the driver your stop is coming.,find out when bus leaves.,1,cause
1963,find out what bus to take.,"when the bus approaches your destination, press the button to signal a stop.",have the knowledge about the bus schedule from time table.,1,cause
1964,decide which bus.,ring bell when bus approaches stop at destination.,get a local bus map or bus schedule.check the bus schedule to make sure that the bus route stops by destination.check the bus schedule to find the times that the bus stops by your location.,1,cause
1965,decide which bus.,press stop button.,check to bus schedule in the time table to see when the bus is running.,1,cause
1966,decide which bus.,"when the bus approaches your destination, press the button to signal a stop.",find out bus schedule using time table.,1,cause
1967,decide which bus.,pull signal for stop.,find out when bus leaves.,1,cause
1968,find out what bus to take.,pull the cord when you want the bus to stop.,look at bus schedule on time table.decide what time you need to arrive at bus stop.,1,cause
1970,find out what bus to take.,"when the bus approaches your destination, press the button to signal a stop.",find out bus schedule using time table.,1,cause
1971,decide which bus.,"when you are near your destination, press the stop button.",get a local bus map or bus schedule.check the bus schedule to make sure that the bus route stops by destination.check the bus schedule to find the times that the bus stops by your location.,1,cause
1973,decide which bus.,pull the cord alerting the driver to stop.,get a bus schedule by checking time table.,1,cause
1974,find out what bus to take.,signal by bell for stop.,have the knowledge about the bus schedule from time table.,1,cause
1975,find out what bus to take.,"when the bus approaches your destination, press the button to signal a stop.",check the schedule of bus in time table.,1,cause
1976,find out what bus to take.,pull cord at stop.,check the schedule of bus in time table.,1,cause
1977,decide which bus.,"about one block away from your stop, pull the \.",find bus schedule information from time table.,1,cause
1978,decide which bus.,"about one block away from your stop, pull the \.",check bus schedule in time table.,1,cause
1980,decide which bus.,"when your stop approaches, pull cord.",find out when bus leaves.,1,cause
1981,find out what bus to take.,ring the bell when you see your destination.,find out bus schedule using time table.,1,cause
1982,find out what bus to take.,"when your stop approaches, pull cord.",check bus schedule in time table.,1,cause
1983,find out what bus to take.,ring the bell when you see your destination.,get a local bus map or bus schedule.check the bus schedule to make sure that the bus route stops by destination.check the bus schedule to find the times that the bus stops by your location.,1,cause
1984,get a bus schedule by checking time table.,find out what bus to take.,stand up.walk to back door.,0,effect
1985,have the knowledge about the bus schedule from time table.,find out what bus to take.,stand up and go to exit door for departing the bus.,0,effect
1986,have the knowledge about the bus schedule from time table.,decide which bus.,stand up.walk to back door.,0,effect
1987,check bus schedule in time table.,decide which bus.,go to door.,0,effect
1988,check the schedule of bus in time table.,find out what bus to take.,stand up and go to exit door for departing the bus.,0,effect
1989,check to bus schedule in the time table to see when the bus is running.,decide which bus.,stand up.walk to back door.,0,effect
1990,check to bus schedule in the time table to see when the bus is running.,find out what bus to take.,stand up.walk to back door.,0,effect
1992,find out bus schedule using time table.,decide which bus.,go to door.,0,effect
1993,have the knowledge about the bus schedule from time table.,find out what bus to take.,stand up.walk to back door.,0,effect
1994,find bus schedule information from time table.,find out what bus to take.,stand up.walk to back door.,0,effect
1995,get a bus schedule by checking time table.,find out what bus to take.,go to door.,0,effect
1996,check bus schedule in time table.,decide which bus.,stand up and go to exit door for departing the bus.,0,effect
1997,check the schedule of bus in time table.,find out what bus to take.,when your stop comes get up and go the exit door of bus.,0,effect
1998,find out bus schedule using time table.,find out what bus to take.,when your stop comes get up and go the exit door of bus.,0,effect
1999,check the schedule of bus in time table.,decide which bus.,stand up and go to door.,0,effect
2001,check bus schedule in time table.,decide which bus.,when your stop comes get up and go the exit door of bus.,0,effect
2002,check to bus schedule in the time table to see when the bus is running.,find out what bus to take.,"stand, go to the exit door of bus.",0,effect
2003,find out when bus leaves.,decide which bus.,stand up.walk to back door.,0,effect
2004,check bus schedule in time table.,find out what bus to take.,when your stop comes get up and go the exit door of bus.,0,effect
2005,get a bus schedule by checking time table.,find out what bus to take.,when your stop comes get up and go the exit door of bus.,0,effect
2006,get a local bus map or bus schedule.check the bus schedule to make sure that the bus route stops by destination.check the bus schedule to find the times that the bus stops by your location.,find out what bus to take.,stand up and go to exit door for departing the bus.,0,effect
2007,find out when bus leaves.,decide which bus.,stand up and go to exit door for departing the bus.,0,effect
2009,find out when bus leaves.,decide which bus.,go to door.,0,effect
2010,check bus schedule in time table.,find out what bus to take.,"stand, go to the exit door of bus.",0,effect
2011,get a local bus map or bus schedule.check the bus schedule to make sure that the bus route stops by destination.check the bus schedule to find the times that the bus stops by your location.,decide which bus.,go to bus door.,0,effect
2012,find out bus schedule using time table.,find out what bus to take.,"stand, go to the exit door of bus.",0,effect
2013,look at bus schedule on time table.decide what time you need to arrive at bus stop.,find out what bus to take.,go to door.,0,effect
2014,find out when bus leaves.,find out what bus to take.,"stand, go to the exit door of bus.",0,effect
2015,find out bus schedule using time table.,find out what bus to take.,stand up and go to exit door for departing the bus.,0,effect
2016,decide which bus.,go to bus door.,check bus schedule in time table.,1,cause
2017,find out what bus to take.,stand up and go to exit door for departing the bus.,check to bus schedule in the time table to see when the bus is running.,1,cause
2018,decide which bus.,go to door.,find out when bus leaves.,1,cause
2020,find out what bus to take.,stand up.walk to back door.,have the knowledge about the bus schedule from time table.,1,cause
2021,find out what bus to take.,stand up and go to exit door for departing the bus.,get a local bus map or bus schedule.check the bus schedule to make sure that the bus route stops by destination.check the bus schedule to find the times that the bus stops by your location.,1,cause
2022,find out what bus to take.,stand up and go to door.,check the schedule of bus in time table.,1,cause
2023,find out what bus to take.,stand up.walk to back door.,find out when bus leaves.,1,cause
2024,decide which bus.,stand up and go to exit door for departing the bus.,have the knowledge about the bus schedule from time table.,1,cause
2025,find out what bus to take.,"stand, go to the exit door of bus.",get a local bus map or bus schedule.check the bus schedule to make sure that the bus route stops by destination.check the bus schedule to find the times that the bus stops by your location.,1,cause
2027,find out what bus to take.,go to bus door.,get a bus schedule by checking time table.,1,cause
2028,decide which bus.,stand up and go to door.,get a local bus map or bus schedule.check the bus schedule to make sure that the bus route stops by destination.check the bus schedule to find the times that the bus stops by your location.,1,cause
2029,find out what bus to take.,when your stop comes get up and go the exit door of bus.,check to bus schedule in the time table to see when the bus is running.,1,cause
2030,find out what bus to take.,when your stop comes get up and go the exit door of bus.,find bus schedule information from time table.,1,cause
2031,decide which bus.,go to door.,check to bus schedule in the time table to see when the bus is running.,1,cause
2032,find out what bus to take.,when your stop comes get up and go the exit door of bus.,look at bus schedule on time table.decide what time you need to arrive at bus stop.,1,cause
2033,decide which bus.,stand up.walk to back door.,check to bus schedule in the time table to see when the bus is running.,1,cause
2034,decide which bus.,when your stop comes get up and go the exit door of bus.,look at bus schedule on time table.decide what time you need to arrive at bus stop.,1,cause
2035,decide which bus.,when your stop comes get up and go the exit door of bus.,get a local bus map or bus schedule.check the bus schedule to make sure that the bus route stops by destination.check the bus schedule to find the times that the bus stops by your location.,1,cause
2036,find out what bus to take.,stand up and go to exit door for departing the bus.,get a bus schedule by checking time table.,1,cause
2038,decide which bus.,"stand, go to the exit door of bus.",get a bus schedule by checking time table.,1,cause
2039,decide which bus.,when your stop comes get up and go the exit door of bus.,find bus schedule information from time table.,1,cause
2040,find out what bus to take.,stand up.walk to back door.,find bus schedule information from time table.,1,cause
2041,decide which bus.,when your stop comes get up and go the exit door of bus.,find out bus schedule using time table.,1,cause
2042,decide which bus.,stand up and go to exit door for departing the bus.,check bus schedule in time table.,1,cause
2044,decide which bus.,go to door.,find out bus schedule using time table.,1,cause
2046,decide which bus.,stand up.walk to back door.,look at bus schedule on time table.decide what time you need to arrive at bus stop.,1,cause
2047,find out what bus to take.,"stand, go to the exit door of bus.",get a bus schedule by checking time table.,1,cause
2048,check bus schedule in time table.,find out what bus to take.,bus stops at your destination.,0,effect
2049,find out bus schedule using time table.,decide which bus.,bus stops at your destination.,0,effect
2050,have the knowledge about the bus schedule from time table.,find out what bus to take.,bus has arrived on destination.,0,effect
2051,get a local bus map or bus schedule.check the bus schedule to make sure that the bus route stops by destination.check the bus schedule to find the times that the bus stops by your location.,find out what bus to take.,bus stops at destination.,0,effect
2052,find out bus schedule using time table.,decide which bus.,bus stops at destination.,0,effect
2053,find out bus schedule using time table.,find out what bus to take.,bus stops at your destination.,0,effect
2054,check to bus schedule in the time table to see when the bus is running.,find out what bus to take.,bus stops at your destination.,0,effect
2055,check to bus schedule in the time table to see when the bus is running.,find out what bus to take.,bus stops at destination.,0,effect
2057,look at bus schedule on time table.decide what time you need to arrive at bus stop.,find out what bus to take.,bus stops at your destination.,0,effect
2058,check the schedule of bus in time table.,decide which bus.,bus stops at your destination.,0,effect
2059,get a local bus map or bus schedule.check the bus schedule to make sure that the bus route stops by destination.check the bus schedule to find the times that the bus stops by your location.,decide which bus.,bus stops at destination.,0,effect
2060,find bus schedule information from time table.,decide which bus.,bus has arrived on destination.,0,effect
2061,find out bus schedule using time table.,find out what bus to take.,bus stops at destination.,0,effect
2062,have the knowledge about the bus schedule from time table.,decide which bus.,bus stops at your destination.,0,effect
2064,check to bus schedule in the time table to see when the bus is running.,find out what bus to take.,bus has arrived on destination.,0,effect
2065,find out bus schedule using time table.,find out what bus to take.,bus has arrived on destination.,0,effect
2067,find bus schedule information from time table.,find out what bus to take.,bus stops at destination.,0,effect
2068,look at bus schedule on time table.decide what time you need to arrive at bus stop.,find out what bus to take.,bus has arrived on destination.,0,effect
2069,look at bus schedule on time table.decide what time you need to arrive at bus stop.,find out what bus to take.,bus stops at destination.,0,effect
2070,find bus schedule information from time table.,find out what bus to take.,bus has arrived on destination.,0,effect
2071,get a bus schedule by checking time table.,decide which bus.,bus stops at destination.,0,effect
2072,find out when bus leaves.,decide which bus.,bus stops at destination.,0,effect
2073,check bus schedule in time table.,find out what bus to take.,bus has arrived on destination.,0,effect
2075,get a bus schedule by checking time table.,find out what bus to take.,bus stops at your destination.,0,effect
2076,check the schedule of bus in time table.,find out what bus to take.,bus has arrived on destination.,0,effect
2077,find out bus schedule using time table.,decide which bus.,bus has arrived on destination.,0,effect
2078,get a bus schedule by checking time table.,decide which bus.,bus stops at your destination.,0,effect
2079,look at bus schedule on time table.decide what time you need to arrive at bus stop.,decide which bus.,bus stops at your destination.,0,effect
2080,find out what bus to take.,bus has arrived on destination.,check bus schedule in time table.,1,cause
2081,find out what bus to take.,bus stops at your destination.,find bus schedule information from time table.,1,cause
2084,find out what bus to take.,bus stops at your destination.,have the knowledge about the bus schedule from time table.,1,cause
2085,decide which bus.,bus stops at destination.,get a local bus map or bus schedule.check the bus schedule to make sure that the bus route stops by destination.check the bus schedule to find the times that the bus stops by your location.,1,cause
2086,decide which bus.,bus has arrived on destination.,check to bus schedule in the time table to see when the bus is running.,1,cause
2087,find out what bus to take.,bus has arrived on destination.,get a bus schedule by checking time table.,1,cause
2088,decide which bus.,bus stops at your destination.,look at bus schedule on time table.decide what time you need to arrive at bus stop.,1,cause
2089,decide which bus.,bus has arrived on destination.,get a bus schedule by checking time table.,1,cause
