,premise,choice1,choice2,label,question
1250,take it home.,put on gloves and sunglasses.,go to store.,1,cause
1251,transport it home.,put on gloves.,go to nursery.,1,cause
1252,go home.,put on gloves.,go to garden center.,1,cause
1260,go to nursery.,transport it home.,dig a hole into the ground.,0,effect
1261,go to garden center.,take it home.,dig a hole the same size as the container holding the tree.,0,effect
1262,go to store.,take tree sapling to place you want to plant it.,dig a hole three times the save as the root ball.,0,effect
1263,go to garden center.,go home.,dig a hole.,0,effect
1264,go to garden center.,go home.,dig hole.,0,effect
1265,go to nursery.,go to garden.,dig the hole for the tree.,0,effect
1266,go to garden center.,take tree sapling to place you want to plant it.,dig a hole three times the save as the root ball.,0,effect
1267,go to nursery.,take it home.,dig the soil about two fingers deep.,0,effect
1268,go to nursery.,take it home.,dig a hole deep enough to plant the tree roots.,0,effect
1269,go to nursery.,go to garden.,dig hole.,0,effect
1270,go to nursery.,transport it home.,dig hole big enough for seedling.,0,effect
1271,go to store.,take it home.,with small shovel dig hole.,0,effect
1272,go to nursery.,take tree sapling to place you want to plant it.,dig hole.,0,effect
1273,go to store.,transport it home.,dig hole.,0,effect
1274,go to nursery.,take tree sapling to place you want to plant it.,dig small hole in dirt.,0,effect
1275,go to nursery.,take tree sapling to place you want to plant it.,dig a hole the same size as the container holding the tree.,0,effect
1276,go to store.,take it home.,dig a hole where you want to plant tree.,0,effect
1277,go to garden center.,go to garden.,dig a hole deep and wide enough to accommodate the roots.,0,effect
1278,go to garden center.,take tree sapling to place you want to plant it.,dig a hole according to the size of the sapling.,0,effect
1279,go to store.,go home.,dig hole.,0,effect
1280,go to nursery.,go to garden.,dig a hole where you want to plant the tree.,0,effect
1281,go to nursery.,transport it home.,dig a very deep hole with a shovel.,0,effect
1282,go to nursery.,go home.,dig hole big enough for seedling.,0,effect
1283,go to nursery.,take tree sapling to place you want to plant it.,"dig a small hole, keep the displaced dirt accessible.",0,effect
1284,go to nursery.,transport it home.,dig hole for tree.,0,effect
1285,go to nursery.,go home.,dig hole.,0,effect
1286,go to store.,go to garden.,dig hole in ground.,0,effect
1287,go to nursery.,take tree sapling to place you want to plant it.,dig a hole where you want the tree planted.,0,effect
1288,go to garden center.,take it home.,dig hole.,0,effect
1289,go to nursery.,go to garden.,dig hole for tree.,0,effect
1290,go to nursery.,go home.,dig hole in ground.,0,effect
1291,go to garden center.,take it home.,dig a hole large enough to place the tree into.,0,effect
1292,go to nursery.,take tree sapling to place you want to plant it.,dig a hole in the ground.,0,effect
1293,go to nursery.,take it home.,dig a hole three times the save as the root ball.,0,effect
1294,go to nursery.,take it home.,dig hole.,0,effect
1295,go to store.,take tree sapling to place you want to plant it.,dig a hole.,0,effect
1296,go to nursery.,transport it home.,dig a hole large enough to place the tree into.,0,effect
1297,go to nursery.,transport it home.,dig hole in the ground.,0,effect
1299,go to nursery.,go home.,dig a hole.,0,effect
1301,go to nursery.,transport it home.,dig a hole.,0,effect
1302,transport it home.,dig hole for tree.,go to nursery.,1,cause
1303,transport it home.,dig a hole.,go to store.,1,cause
1304,take tree sapling to place you want to plant it.,dig hole.,go to store.,1,cause
1305,go to garden.,dig the hole for the tree.,go to nursery.,1,cause
1306,go to garden.,digging in the ground.,go to store.,1,cause
1307,take it home.,dig hole at least 5 inches bigger then the root ball of tree.start digging.,go to nursery.,1,cause
1308,go to garden.,dig hole for tree.,go to garden center.,1,cause
1309,go home.,dig the soil about two fingers deep.,go to nursery.,1,cause
1310,take tree sapling to place you want to plant it.,dig a hole where you want to plant tree.,go to nursery.,1,cause
1311,go home.,make a hole.,go to store.,1,cause
1312,take it home.,dig a hole deep enough to plant the tree roots.,go to store.,1,cause
1313,go to garden.,dig a hole.,go to nursery.,1,cause
1314,transport it home.,dig hole.,go to store.,1,cause
1315,take tree sapling to place you want to plant it.,dig a hole of appropriate size.,go to garden center.,1,cause
1316,go to garden.,dig hole in the ground.,go to store.,1,cause
1317,go home.,dig small hole in dirt.,go to garden center.,1,cause
1319,transport it home.,dig hole for tree.,go to garden center.,1,cause
1321,go home.,dig hole for tree.,go to nursery.,1,cause
1322,go home.,dig a hole.,go to store.,1,cause
1323,transport it home.,dig a hole where you want the tree planted.,go to nursery.,1,cause
1324,take it home.,dig the hole for the tree.,go to garden center.,1,cause
1325,take tree sapling to place you want to plant it.,dig a hole.,go to nursery.,1,cause
1326,go home.,dig hole.,go to nursery.,1,cause
1327,take tree sapling to place you want to plant it.,dig a hole of appropriate size.,go to nursery.,1,cause
1330,take it home.,dig a hole.,go to nursery.,1,cause
1332,go home.,dig hole.,go to store.,1,cause
1333,take it home.,dig a hole large enough to place the tree into.,go to nursery.,1,cause
1334,take tree sapling to place you want to plant it.,dig hole for tree with shovel.,go to store.,1,cause
1335,go home.,dig a hole in the yard.,go to store.,1,cause
1336,go to garden.,dig hole.,go to garden center.,1,cause
1337,go to garden.,dig hole.,go to store.,1,cause
1338,take tree sapling to place you want to plant it.,dig an appropriate sized hole for the tree.,go to garden center.,1,cause
1340,take tree sapling to place you want to plant it.,dig a hole.,go to garden center.,1,cause
1341,take it home.,dig a hole the same size as the container holding the tree.,go to nursery.,1,cause
1342,go home.,dig a hole where you want to plant the tree.,go to store.,1,cause
1344,go to nursery.,transport it home.,secure the boundary of the circle with fence of rounded river stones.,0,effect
1345,go to store.,transport it home.,secure the boundary of the circle with fence of rounded river stones.,0,effect
1346,go to nursery.,go to garden.,secure the boundary of the circle with fence of rounded river stones.,0,effect
1347,go to garden center.,take it home.,secure the boundary of the circle with fence of rounded river stones.,0,effect
1348,go to nursery.,take it home.,secure the boundary of the circle with fence of rounded river stones.,0,effect
1349,go to garden center.,take tree sapling to place you want to plant it.,secure the boundary of the circle with fence of rounded river stones.,0,effect
1350,go to nursery.,take tree sapling to place you want to plant it.,secure the boundary of the circle with fence of rounded river stones.,0,effect
1353,go to store.,go to garden.,secure the boundary of the circle with fence of rounded river stones.,0,effect
1357,go to nursery.,go home.,secure the boundary of the circle with fence of rounded river stones.,0,effect
1364,go to store.,take tree sapling to place you want to plant it.,secure the boundary of the circle with fence of rounded river stones.,0,effect
1366,go to garden center.,go to garden.,secure the boundary of the circle with fence of rounded river stones.,0,effect
1367,go to garden center.,go home.,secure the boundary of the circle with fence of rounded river stones.,0,effect
1368,go to garden center.,transport it home.,secure the boundary of the circle with fence of rounded river stones.,0,effect
1371,go to store.,go home.,secure the boundary of the circle with fence of rounded river stones.,0,effect
1386,transport it home.,secure the boundary of the circle with fence of rounded river stones.,go to nursery.,1,cause
1387,go to garden.,secure the boundary of the circle with fence of rounded river stones.,go to garden center.,1,cause
1388,go to garden.,secure the boundary of the circle with fence of rounded river stones.,go to store.,1,cause
1389,go home.,secure the boundary of the circle with fence of rounded river stones.,go to store.,1,cause
1390,go home.,secure the boundary of the circle with fence of rounded river stones.,go to nursery.,1,cause
1392,transport it home.,secure the boundary of the circle with fence of rounded river stones.,go to store.,1,cause
1393,go to garden.,secure the boundary of the circle with fence of rounded river stones.,go to nursery.,1,cause
1394,transport it home.,secure the boundary of the circle with fence of rounded river stones.,go to garden center.,1,cause
1398,take it home.,secure the boundary of the circle with fence of rounded river stones.,go to nursery.,1,cause
1399,take it home.,secure the boundary of the circle with fence of rounded river stones.,go to store.,1,cause
1402,take tree sapling to place you want to plant it.,secure the boundary of the circle with fence of rounded river stones.,go to store.,1,cause
1413,take tree sapling to place you want to plant it.,secure the boundary of the circle with fence of rounded river stones.,go to nursery.,1,cause
1419,take it home.,secure the boundary of the circle with fence of rounded river stones.,go to garden center.,1,cause
1424,take tree sapling to place you want to plant it.,secure the boundary of the circle with fence of rounded river stones.,go to garden center.,1,cause
1428,go to store.,take tree sapling to place you want to plant it.,ensure the hole is not too deep and not too narrow.,0,effect
1429,go to garden center.,take tree sapling to place you want to plant it.,ensure the hole is not too deep and not too narrow.,0,effect
1430,go to nursery.,go to garden.,ensure the hole is not too deep and not too narrow.,0,effect
1431,go to garden center.,go to garden.,ensure the hole is not too deep and not too narrow.,0,effect
1432,go to nursery.,take tree sapling to place you want to plant it.,ensure the hole is not too deep and not too narrow.,0,effect
1433,go to garden center.,take it home.,ensure the hole is not too deep and not too narrow.,0,effect
1434,go to store.,go to garden.,ensure the hole is not too deep and not too narrow.,0,effect
1435,go to garden center.,transport it home.,ensure the hole is not too deep and not too narrow.,0,effect
1436,go to store.,take it home.,ensure the hole is not too deep and not too narrow.,0,effect
1437,go to store.,go home.,ensure the hole is not too deep and not too narrow.,0,effect
1439,go to nursery.,transport it home.,ensure the hole is not too deep and not too narrow.,0,effect
1440,go to nursery.,go home.,ensure the hole is not too deep and not too narrow.,0,effect
1442,go to store.,transport it home.,ensure the hole is not too deep and not too narrow.,0,effect
1445,go to nursery.,take it home.,ensure the hole is not too deep and not too narrow.,0,effect
1466,go to garden center.,go home.,ensure the hole is not too deep and not too narrow.,0,effect
1470,go home.,ensure the hole is not too deep and not too narrow.,go to garden center.,1,cause
1471,go to garden.,ensure the hole is not too deep and not too narrow.,go to nursery.,1,cause
1472,go home.,ensure the hole is not too deep and not too narrow.,go to nursery.,1,cause
1474,transport it home.,ensure the hole is not too deep and not too narrow.,go to store.,1,cause
1476,go to garden.,ensure the hole is not too deep and not too narrow.,go to store.,1,cause
1478,take it home.,ensure the hole is not too deep and not too narrow.,go to nursery.,1,cause
1481,take it home.,ensure the hole is not too deep and not too narrow.,go to store.,1,cause
1482,go to garden.,ensure the hole is not too deep and not too narrow.,go to garden center.,1,cause
1489,transport it home.,ensure the hole is not too deep and not too narrow.,go to nursery.,1,cause
1490,take tree sapling to place you want to plant it.,ensure the hole is not too deep and not too narrow.,go to nursery.,1,cause
1491,take tree sapling to place you want to plant it.,ensure the hole is not too deep and not too narrow.,go to store.,1,cause
1492,take it home.,ensure the hole is not too deep and not too narrow.,go to garden center.,1,cause
1496,go home.,ensure the hole is not too deep and not too narrow.,go to store.,1,cause
1512,go to garden center.,take tree sapling to place you want to plant it.,put tree into hole in ground.,0,effect
1513,go to nursery.,take it home.,put in the ground.,0,effect
1514,go to garden center.,take it home.,insert the sapling in the ground.,0,effect
1515,go to garden center.,transport it home.,plant tree sapling about 4 inches in the dirt.,0,effect
1516,go to garden center.,take tree sapling to place you want to plant it.,put in the ground.,0,effect
1517,go to store.,go home.,put it in the hole.,0,effect
1518,go to nursery.,take it home.,put tree roots into hole.,0,effect
1519,go to store.,take tree sapling to place you want to plant it.,place tree in hole.,0,effect
1520,go to nursery.,take it home.,place the tree sapling into the hole.,0,effect
1521,go to nursery.,go home.,place sapling in hole.,0,effect
1522,go to garden center.,take tree sapling to place you want to plant it.,place the tree at the top of the hole.,0,effect
1523,go to store.,go to garden.,place tree in hole.,0,effect
1524,go to garden center.,transport it home.,place seedling in hole.,0,effect
1525,go to nursery.,go home.,place tree in hole.,0,effect
1526,go to nursery.,take it home.,place tree sapling into hole.,0,effect
1527,go to garden center.,take it home.,put the tree in the hole.,0,effect
1528,go to nursery.,go home.,put tree roots into hole.,0,effect
1529,go to nursery.,transport it home.,place seedling into hole.,0,effect
1530,go to store.,go to garden.,plant the sapling in ground.,0,effect
1531,go to nursery.,transport it home.,put plant sapling in hole.,0,effect
1532,go to store.,go to garden.,put sapling in hole.,0,effect
1533,go to nursery.,go to garden.,plant the sapling in ground.,0,effect
1534,go to nursery.,go home.,place the roots of the tree into the hole you have dug.,0,effect
1535,go to nursery.,go home.,place plant in hole.,0,effect
1536,go to garden center.,transport it home.,put in the ground.,0,effect
1537,go to garden center.,transport it home.,place tree in hole.,0,effect
1538,go to store.,go to garden.,put tree roots into hole.,0,effect
1539,go to store.,take it home.,place tree sapling into hole.,0,effect
1540,go to store.,go home.,plant the tree sapling in the soil.,0,effect
1541,go to nursery.,transport it home.,plant tree sapling about 4 inches in the dirt.,0,effect
1542,go to nursery.,take it home.,plant tree sapling about 4 inches in the dirt.,0,effect
1543,go to nursery.,take it home.,place seedling in hole.,0,effect
1544,go to nursery.,go home.,place the tree inside the whole.,0,effect
1545,go to garden center.,take tree sapling to place you want to plant it.,place tree in hole.,0,effect
1546,go to garden center.,take tree sapling to place you want to plant it.,place sapling into the hole.,0,effect
1547,go to nursery.,go home.,place the tree sapling into the hole.,0,effect
1548,go to nursery.,go to garden.,"place sapling in hole, roots down.",0,effect
1549,go to nursery.,go home.,plant the tree sapling in the soil.,0,effect
1550,go to nursery.,transport it home.,"plant seedling, or bush.",0,effect
1551,go to nursery.,transport it home.,put tree in hole.,0,effect
1552,go to nursery.,transport it home.,place tree in hole.,0,effect
1553,go to garden center.,take tree sapling to place you want to plant it.,gently insert it under the soil about 6 inches deep.,0,effect
1554,go to garden.,put sapling in hole.,go to nursery.,1,cause
1555,take tree sapling to place you want to plant it.,place sapling in hole.,go to store.,1,cause
1556,go home.,place seedling in hole.,go to nursery.,1,cause
1557,take it home.,"plant seedling, or bush.",go to garden center.,1,cause
1558,take it home.,place the roots of the tree into the hole you have dug.,go to nursery.,1,cause
1559,transport it home.,place sapling in hole.,go to store.,1,cause
1560,transport it home.,put plant sapling in hole.,go to nursery.,1,cause
1561,take it home.,plant tree sapling about 4 inches in the dirt.,go to garden center.,1,cause
1562,go to garden.,place sapling in hole.,go to nursery.,1,cause
1563,transport it home.,place plant in hole.,go to garden center.,1,cause
1564,take it home.,plant tree sapling about 4 inches in the dirt.,go to store.,1,cause
1565,take tree sapling to place you want to plant it.,place tree in hole.,go to garden center.,1,cause
1566,go to garden.,put tree root/seed into hole.,go to nursery.,1,cause
1567,go home.,place the tree sapling into the hole.,go to nursery.,1,cause
1568,go to garden.,put tree into hole.,go to store.,1,cause
1569,take tree sapling to place you want to plant it.,place seedling in hole.,go to garden center.,1,cause
1570,go to garden.,put tree roots into hole.,go to garden center.,1,cause
1571,take tree sapling to place you want to plant it.,place tree sapling into hole.,go to nursery.,1,cause
1573,transport it home.,place tree in hole.,go to nursery.,1,cause
1574,transport it home.,place tree in hole.,go to garden center.,1,cause
1575,go home.,put tree in hole.,go to nursery.,1,cause
1576,take it home.,place sapling in hole.,go to nursery.,1,cause
1577,transport it home.,place the roots of the tree into the hole you have dug.,go to nursery.,1,cause
1578,take tree sapling to place you want to plant it.,place the tree in the hole.,go to nursery.,1,cause
1579,go to garden.,place tree in hole.,go to nursery.,1,cause
1580,take tree sapling to place you want to plant it.,put tree in hole.,go to garden center.,1,cause
1581,go home.,place plant in hole.,go to garden center.,1,cause
1582,transport it home.,place sapling in hole.,go to nursery.,1,cause
1583,go home.,put sapling in hole.,go to nursery.,1,cause
1584,go to garden.,put plant sapling in hole.,go to nursery.,1,cause
1585,transport it home.,"place sapling in hole, roots down.",go to garden center.,1,cause
1586,take tree sapling to place you want to plant it.,place the tree inside the whole.,go to nursery.,1,cause
1587,go home.,place tree in hole.,go to nursery.,1,cause
1588,go to garden.,put the tree in the hole.,go to garden center.,1,cause
1589,go to garden.,put it in the hole.,go to nursery.,1,cause
1590,take tree sapling to place you want to plant it.,"plant seedling, or bush.",go to nursery.,1,cause
1592,transport it home.,place plant in hole.,go to nursery.,1,cause
1593,take it home.,put sapling in hole.,go to store.,1,cause
1594,go to garden.,put plant sapling in hole.,go to store.,1,cause
1595,go to garden.,place sapling into the hole.,go to garden center.,1,cause
1596,go to store.,go home.,add shoveled dirt back into hole.,0,effect
1597,go to garden center.,take tree sapling to place you want to plant it.,fill hole with dirt around the tree.,0,effect
1598,go to nursery.,go to garden.,cover hole.,0,effect
1599,go to nursery.,take it home.,put dirt back into hole.,0,effect
1600,go to garden center.,go home.,cover back up with dirt.,0,effect
1601,go to nursery.,take tree sapling to place you want to plant it.,fill up the rest of the hole with dirt.,0,effect
1602,go to nursery.,go to garden.,cover the tree with the dirt you took out of the hole.,0,effect
1603,go to nursery.,take it home.,cover tree roots with dirt.,0,effect
1604,go to nursery.,take tree sapling to place you want to plant it.,cover tree roots with dirt.,0,effect
1605,go to nursery.,take tree sapling to place you want to plant it.,replace the dirt.,0,effect
1606,go to garden center.,go to garden.,fill the hole back with dirt.,0,effect
1607,go to store.,go to garden.,fill hole with soil.,0,effect
1608,go to garden center.,go home.,cover hole with soil.,0,effect
1609,go to store.,transport it home.,cover up hole.,0,effect
1610,go to store.,take tree sapling to place you want to plant it.,cover hole back up.,0,effect
1611,go to store.,go to garden.,cover with dirt.,0,effect
1612,go to garden center.,transport it home.,fill hole with dirt.,0,effect
1613,go to nursery.,go to garden.,putting dirt over the plant roots.,0,effect
1614,go to nursery.,transport it home.,fill in dirt around the tree gently.,0,effect
1615,go to nursery.,transport it home.,pack dirt back in.,0,effect
1616,go to nursery.,go home.,fill hole back in with dirt.,0,effect
1617,go to garden center.,go to garden.,cover the hole with topsoil.,0,effect
1618,go to nursery.,take it home.,cover hole.,0,effect
1619,go to store.,take it home.,add shoveled dirt back into hole.,0,effect
1620,go to nursery.,go home.,cover hole back up.,0,effect
1621,go to nursery.,take it home.,cover hole with soil.,0,effect
1622,go to nursery.,go to garden.,cover with dirt.,0,effect
1623,go to store.,take tree sapling to place you want to plant it.,fill up the rest of the hole with dirt.,0,effect
1624,go to nursery.,go to garden.,fill in any gaps in the hole with soil.,0,effect
1625,go to nursery.,take tree sapling to place you want to plant it.,cover the plant root loosely with soil.,0,effect
1626,go to garden center.,transport it home.,put loose dirt around roots.fill hole so that only top of tree is above ground.add additional dirt if necessary.,0,effect
1627,go to nursery.,take tree sapling to place you want to plant it.,cover hole.,0,effect
1628,go to nursery.,go home.,cover hole with dirt.,0,effect
1629,go to nursery.,take tree sapling to place you want to plant it.,replace displaced dirt.,0,effect
1630,go to nursery.,transport it home.,fill hole up with soil that you used to dig the hole.,0,effect
1631,go to store.,go home.,cover hole.,0,effect
1632,go to nursery.,transport it home.,cover with dirt.,0,effect
1633,go to nursery.,take tree sapling to place you want to plant it.,cover sapling root over with soil.,0,effect
1634,go to garden center.,take it home.,fill the hole back with dirt.,0,effect
1635,go to store.,go to garden.,cover hole with soil.,0,effect
1636,go to garden center.,take tree sapling to place you want to plant it.,cover hole with soil.,0,effect
1637,go to garden center.,take tree sapling to place you want to plant it.,fill in the hole with the shovel.,0,effect
1638,take it home.,refill hole with remaining dirt.,go to store.,1,cause
1639,take tree sapling to place you want to plant it.,fill in the hole with the shovel.,go to nursery.,1,cause
1640,transport it home.,cover the roots with surrounding dirt.,go to garden center.,1,cause
1641,take tree sapling to place you want to plant it.,cover with dirt.,go to nursery.,1,cause
1642,go home.,add shoveled dirt back into hole.,go to nursery.,1,cause
1643,take it home.,fill in with dirt.,go to nursery.,1,cause
1644,take tree sapling to place you want to plant it.,fill in with dirt.,go to nursery.,1,cause
1645,go to garden.,replace the dirt.,go to store.,1,cause
1646,take tree sapling to place you want to plant it.,fill hole with dirt.,go to nursery.,1,cause
1647,go to garden.,fill in space around the roots with dirt or potting soil.,go to nursery.,1,cause
1648,take it home.,cover tree roots with dirt.,go to nursery.,1,cause
1649,go to garden.,put loose dirt around roots.fill hole so that only top of tree is above ground.add additional dirt if necessary.,go to garden center.,1,cause
1650,go to garden.,fill in any gaps in the hole with soil.,go to nursery.,1,cause
1651,go home.,replace displaced dirt.,go to garden center.,1,cause
1652,go to garden.,cover tree roots with dirt.,go to store.,1,cause
1653,go to garden.,fill hole with dirt.,go to store.,1,cause
1654,take it home.,cover the hole with topsoil.,go to store.,1,cause
1655,take it home.,fill hole back in with dirt.,go to nursery.,1,cause
1656,transport it home.,putting dirt over the plant roots.,go to store.,1,cause
1657,transport it home.,fill up the rest of the hole with dirt.,go to nursery.,1,cause
1658,go to garden.,cover with soil.,go to garden center.,1,cause
1660,go to garden.,add shoveled dirt back into hole.,go to nursery.,1,cause
1661,go to garden.,fill hole with dirt and fertilizer.,go to store.,1,cause
1662,take tree sapling to place you want to plant it.,put dirt back into hole.,go to nursery.,1,cause
1663,transport it home.,put loose dirt around roots.fill hole so that only top of tree is above ground.add additional dirt if necessary.,go to nursery.,1,cause
1664,transport it home.,cover sapling root over with soil.,go to nursery.,1,cause
1665,transport it home.,hold it with one hand firmly and refill the soil.refill some more soil to fill the gap if any.,go to nursery.,1,cause
1666,transport it home.,fill hole with dirt around the tree.,go to nursery.,1,cause
1667,transport it home.,cover with soil.,go to store.,1,cause
1668,take tree sapling to place you want to plant it.,cover roots with dirt.,go to store.,1,cause
1669,take it home.,cover hole with dirt.,go to store.,1,cause
1670,go to garden.,cover with dirt.,go to garden center.,1,cause
1671,transport it home.,cover back up with dirt.,go to store.,1,cause
1672,go home.,cover the tree with the dirt you took out of the hole.,go to garden center.,1,cause
1673,transport it home.,fill the hole back with dirt.,go to garden center.,1,cause
1674,go home.,cover with dirt.,go to nursery.,1,cause
1675,go home.,fill hole with dirt and fertilizer.,go to garden center.,1,cause
1676,go to garden.,add shoveled dirt back into hole.,go to garden center.,1,cause
1677,go to garden.,fill hole with soil.,go to store.,1,cause
1678,transport it home.,fill in space around the roots with dirt or potting soil.,go to nursery.,1,cause
1679,take it home.,add shoveled dirt back into hole.,go to nursery.,1,cause
1680,go to nursery.,transport it home.,hold the tree upright while filling the hole back up.,0,effect
1681,go to store.,take it home.,hold the tree upright while filling the hole back up.,0,effect
1682,go to garden center.,take it home.,hold the tree upright while filling the hole back up.,0,effect
1684,go to garden center.,take tree sapling to place you want to plant it.,hold the tree upright while filling the hole back up.,0,effect
1685,go to store.,transport it home.,hold the tree upright while filling the hole back up.,0,effect
1686,go to garden center.,go to garden.,hold the tree upright while filling the hole back up.,0,effect
1688,go to nursery.,go to garden.,hold the tree upright while filling the hole back up.,0,effect
1690,go to nursery.,go home.,hold the tree upright while filling the hole back up.,0,effect
1691,go to store.,take tree sapling to place you want to plant it.,hold the tree upright while filling the hole back up.,0,effect
1694,go to nursery.,take it home.,hold the tree upright while filling the hole back up.,0,effect
1698,go to store.,go to garden.,hold the tree upright while filling the hole back up.,0,effect
1709,go to nursery.,take tree sapling to place you want to plant it.,hold the tree upright while filling the hole back up.,0,effect
1714,go to garden center.,go home.,hold the tree upright while filling the hole back up.,0,effect
1722,go home.,hold the tree upright while filling the hole back up.,go to store.,1,cause
1724,transport it home.,hold the tree upright while filling the hole back up.,go to nursery.,1,cause
1725,take it home.,hold the tree upright while filling the hole back up.,go to nursery.,1,cause
1726,take tree sapling to place you want to plant it.,hold the tree upright while filling the hole back up.,go to store.,1,cause
1728,take tree sapling to place you want to plant it.,hold the tree upright while filling the hole back up.,go to nursery.,1,cause
1729,go home.,hold the tree upright while filling the hole back up.,go to nursery.,1,cause
1735,take tree sapling to place you want to plant it.,hold the tree upright while filling the hole back up.,go to garden center.,1,cause
1739,take it home.,hold the tree upright while filling the hole back up.,go to store.,1,cause
1740,go to garden.,hold the tree upright while filling the hole back up.,go to store.,1,cause
1741,take it home.,hold the tree upright while filling the hole back up.,go to garden center.,1,cause
1742,go to garden.,hold the tree upright while filling the hole back up.,go to nursery.,1,cause
1744,go to garden.,hold the tree upright while filling the hole back up.,go to garden center.,1,cause
1750,transport it home.,hold the tree upright while filling the hole back up.,go to store.,1,cause
1757,transport it home.,go to garden center.,hold the tree upright while filling the hole back up.,0,cause
1764,go to nursery.,take it home.,make sure tree is standing straight and secure.,0,effect
1765,go to garden center.,go home.,make sure tree is standing straight and secure.,0,effect
1766,go to nursery.,transport it home.,make sure tree is standing straight and secure.,0,effect
1767,go to garden center.,go to garden.,make sure it is stable.,0,effect
1768,go to nursery.,go home.,make sure it is stable.,0,effect
1769,go to store.,take it home.,make sure tree is standing straight and secure.,0,effect
1771,go to nursery.,transport it home.,make sure it is stable.,0,effect
1774,go to garden center.,transport it home.,make sure tree is standing straight and secure.,0,effect
1775,go to garden center.,take tree sapling to place you want to plant it.,make sure tree is standing straight and secure.,0,effect
1776,go to store.,go to garden.,make sure tree is standing straight and secure.,0,effect
1778,go to nursery.,go home.,make sure tree is standing straight and secure.,0,effect
1779,go to nursery.,take it home.,make sure it is stable.,0,effect
1783,go to garden center.,take it home.,make sure it is stable.,0,effect
1784,go to nursery.,take tree sapling to place you want to plant it.,make sure it is stable.,0,effect
1786,go to nursery.,take tree sapling to place you want to plant it.,make sure tree is standing straight and secure.,0,effect
1788,go to store.,take tree sapling to place you want to plant it.,make sure it is stable.,0,effect
1790,go to store.,transport it home.,make sure it is stable.,0,effect
1791,go to store.,go home.,make sure it is stable.,0,effect
1793,go to nursery.,go to garden.,make sure it is stable.,0,effect
1795,go to garden center.,take it home.,make sure tree is standing straight and secure.,0,effect
1799,go to garden center.,take tree sapling to place you want to plant it.,make sure it is stable.,0,effect
1806,transport it home.,make sure it is stable.,go to store.,1,cause
1807,take it home.,make sure it is stable.,go to nursery.,1,cause
1808,go home.,make sure tree is standing straight and secure.,go to garden center.,1,cause
1809,transport it home.,make sure tree is standing straight and secure.,go to nursery.,1,cause
1810,take tree sapling to place you want to plant it.,make sure tree is standing straight and secure.,go to store.,1,cause
1811,take tree sapling to place you want to plant it.,make sure it is stable.,go to garden center.,1,cause
1812,transport it home.,make sure it is stable.,go to garden center.,1,cause
1813,go home.,make sure it is stable.,go to store.,1,cause
1814,take tree sapling to place you want to plant it.,make sure it is stable.,go to nursery.,1,cause
1816,go home.,make sure it is stable.,go to garden center.,1,cause
1818,take it home.,make sure tree is standing straight and secure.,go to nursery.,1,cause
1820,go home.,make sure tree is standing straight and secure.,go to store.,1,cause
1822,take tree sapling to place you want to plant it.,make sure tree is standing straight and secure.,go to nursery.,1,cause
1824,go home.,make sure it is stable.,go to nursery.,1,cause
1825,transport it home.,make sure tree is standing straight and secure.,go to store.,1,cause
1826,take tree sapling to place you want to plant it.,make sure it is stable.,go to store.,1,cause
1827,take it home.,make sure tree is standing straight and secure.,go to store.,1,cause
1830,go to garden.,make sure tree is standing straight and secure.,go to nursery.,1,cause
1834,transport it home.,make sure it is stable.,go to nursery.,1,cause
1838,take it home.,make sure tree is standing straight and secure.,go to garden center.,1,cause
1840,take it home.,make sure it is stable.,go to garden center.,1,cause
1845,go home.,make sure tree is standing straight and secure.,go to nursery.,1,cause
1848,go to nursery.,transport it home.,put tools away.,0,effect
1849,go to store.,take tree sapling to place you want to plant it.,take off gloves and put away with shovel.,0,effect
1850,go to nursery.,take tree sapling to place you want to plant it.,take off gloves and put away with shovel.,0,effect
1851,go to store.,go home.,take off gloves and put away with shovel.,0,effect
1852,go to garden center.,go to garden.,take off gloves and put away with shovel.,0,effect
1853,go to garden center.,take it home.,take off gloves and put away with shovel.,0,effect
1854,go to nursery.,transport it home.,put away shovel and watering can.,0,effect
1855,go to nursery.,transport it home.,take off gloves and put away with shovel.,0,effect
1857,go to store.,go to garden.,put tools away.,0,effect
1858,go to store.,go home.,put away shovel and watering can.,0,effect
1859,go to garden center.,take tree sapling to place you want to plant it.,take off gloves and put away with shovel.,0,effect
1860,go to garden center.,go home.,put tools away.,0,effect
1861,go to nursery.,take tree sapling to place you want to plant it.,put away shovel and watering can.,0,effect
1862,go to nursery.,go to garden.,take off gloves and put away with shovel.,0,effect
1863,go to store.,go home.,put tools away.,0,effect
1865,go to store.,take tree sapling to place you want to plant it.,put tools away.,0,effect
1867,go to store.,go to garden.,take off gloves and put away with shovel.,0,effect
1868,go to nursery.,go to garden.,put away shovel and watering can.,0,effect
1869,go to store.,go to garden.,put away shovel and watering can.,0,effect
1870,go to nursery.,take tree sapling to place you want to plant it.,put tools away.,0,effect
1872,go to store.,transport it home.,put away shovel and watering can.,0,effect
1877,go to nursery.,go home.,take off gloves and put away with shovel.,0,effect
1879,go to garden center.,take it home.,put away shovel and watering can.,0,effect
1880,go to nursery.,go home.,put tools away.,0,effect
1881,go to store.,take tree sapling to place you want to plant it.,put away shovel and watering can.,0,effect
1884,go to garden center.,transport it home.,put tools away.,0,effect
1885,go to garden center.,go to garden.,put away shovel and watering can.,0,effect
1886,go to store.,transport it home.,put tools away.,0,effect
