,premise,choice1,choice2,label,question
832,measure wet ingredients.measure dry ingredients.,get out your recipe.,put all ingredients in bowl.,1,effect
833,measure wet ingredients.measure dry ingredients.,look up a recipe.,"empty contents of cake mix into a bowl.add 3 eggs, 1 cup of water, and 1/4 cup of oil to cake mix.",1,effect
834,measure wet ingredients.measure dry ingredients.,look up a recipe.,"open the box and pour the mix into the bowl.add the egg, water and oil to the mix.",1,effect
835,measure each ingredient according to the recipe.,get out your recipe.,"open the box and pour the mix into the bowl.add the egg, water and oil to the mix.",1,effect
836,measure each ingredient according to the recipe.,read the recipe.,"take flour in a bowl.add water, sugar, beaten egg, vanilla essence, butter and salt one by one.",1,effect
837,measure ingredients in designated measuring cups.,look up cake recipe.,add cake mix to bowl.and add ingredients.,1,effect
838,measure ingredients in designated measuring cups.,look up a cake recipe.print out or write down the recipe.,fill bowl with ingredients.,1,effect
839,measure wet ingredients.measure dry ingredients.,look up a cake recipe.print out or write down the recipe.,add the rest of the ingredients to bowl.,1,effect
840,mix ingredients together.,get cake instructions.,measure ingredients in designated measuring cups.,1,cause
841,combine ingredients according to box directions.,get out your recipe.,measure ingredients in designated measuring cups.,1,cause
842,"mix cake mix, eggs and water in bowl.mix frosting.",find a recipe.,measure wet ingredients.measure dry ingredients.,1,cause
843,mix.,find a recipe.,measure ingredients in designated measuring cups.,1,cause
844,"open up cake box.mix cake mix, eggs, oil and water in bowl.stir until well mixed.",get out your recipe.,measure ingredients in designated measuring cups.,1,cause
845,mix in the extra ingredients.,find a recipe.,measure ingredients in designated measuring cups.,1,cause
846,combine ingredients according to box directions.,get cake instructions.,measure ingredients in designated measuring cups.,1,cause
847,"mix cake mix, eggs and water in bowl.mix frosting.",look up cake recipe.,measure each ingredient according to the recipe.,1,cause
848,mix well with vanilla with an electric beater.,get your recipe.,measure ingredients in designated measuring cups.,1,cause
849,mix cake and other ingredients.,look up a cake recipe.print out or write down the recipe.,measure wet ingredients.measure dry ingredients.,1,cause
850,mix wet ingredients together.mix all the dry ingredient together.,look up cake recipe.,measure each ingredient according to the recipe.,1,cause
851,"open up cake box.mix cake mix, eggs, oil and water in bowl.stir until well mixed.",find a recipe.,measure each ingredient according to the recipe.,1,cause
852,measure each ingredient according to the recipe.,combine dry ingredients.combine all ingredients.beat eggs.,look up cake recipe.,0,effect
853,measure wet ingredients.measure dry ingredients.,combine in bowl.,look up a recipe.,0,effect
854,measure each ingredient according to the recipe.,"meanwhile, mix a batter following the recipe.",find a cake recipe.,0,effect
855,measure each ingredient according to the recipe.,combine in bowl.,get cake instructions.,0,effect
856,measure each ingredient according to the recipe.,"meanwhile, mix a batter following the recipe.",find a recipe.,0,effect
857,measure wet ingredients.measure dry ingredients.,stir well.,look up a cake recipe.print out or write down the recipe.,0,effect
858,measure wet ingredients.measure dry ingredients.,combine in bowl.,find a recipe.,0,effect
859,measure each ingredient according to the recipe.,stir ingredients.,find a cake recipe.,0,effect
860,measure ingredients in designated measuring cups.,mix them together.,look up a recipe.,0,effect
861,measure each ingredient according to the recipe.,"meanwhile, mix a batter following the recipe.",look up a recipe.,0,effect
862,measure each ingredient according to the recipe.,use fork to stir mixture rapidly until cake mixture is blended.,look up a recipe.,0,effect
863,measure ingredients in designated measuring cups.,mix dry ingredients well.place dry ingredients in bowl.place wet ingredients in separate bowl.mix wet ingredients together.use electric mixer to mix well.,look up a recipe.,0,effect
864,open mix and add required ingredients.mix well.,find a recipe.,fill bowl with ingredients.,1,cause
865,"meanwhile, mix a batter following the recipe.",look up a recipe.,add ingredients to bowl.,1,cause
866,mix.,get cake instructions.,add the dry mixture to the wet mixture(in the bowl).,1,cause
867,mix cake and other ingredients.,look up cake recipe.,"put eggs, milk, and cake mix into a mixing bowl.include any other necessary ingredients.",1,cause
868,mix together.,get cake instructions.,add ingredients to bowl.,1,cause
869,mix your ingredients.,find a recipe.,begin adding ingredients to the utensil.,1,cause
870,mix cake mix in mixing bowl.,look up a recipe.,pour cake mix in a bowl.add eggs and vegetable oil to utensil.,1,cause
871,whisk it all together in the bowl until it is smooth.,look up a recipe.,put eggs in dry ingredient and mix them in.mix wet and dry ingredients together in the utensil.,1,cause
872,mix the dry ingredients in a bowl.mix the wet ingredients in a bowl.mix the wet ingredients into the dry slowly.,find a recipe.,add cake mix to bowl.and add ingredients.,1,cause
873,mix all the wet ingredients together in one bowl.mix the dry ingredients in another bowl.beat the mixture on low until the batter comes together and no white bits of flour remain.,find a recipe.,"empty contents of cake mix into a bowl.add 3 eggs, 1 cup of water, and 1/4 cup of oil to cake mix.",1,cause
874,mix in the extra ingredients.,look up cake recipe.,"put eggs, milk, and cake mix into a mixing bowl.include any other necessary ingredients.",1,cause
875,open the ingredients.combine and mix all the ingredients as the recipe delegates.,get cake instructions.,add ingredients in mixing bowl .,1,cause
876,put eggs in dry ingredient and mix them in.mix wet and dry ingredients together in the utensil.,mix cake mix with eggs as called for by box.,look up cake recipe.,0,effect
877,add cake mix to bowl.and add ingredients.,stir well.,get out your recipe.,0,effect
878,add ingredients to bowl.,mix the cake ingredients.,look up a recipe.,0,effect
879,"empty contents of cake mix into a bowl.add 3 eggs, 1 cup of water, and 1/4 cup of oil to cake mix.",mix your ingredients.,find a cake recipe.,0,effect
880,"open the box and pour the mix into the bowl.add the egg, water and oil to the mix.","mix butter, milk, eggs into sauce pan.stir.",get out your recipe.,0,effect
881,"empty contents of cake mix into a bowl.add 3 eggs, 1 cup of water, and 1/4 cup of oil to cake mix.","open up cake box.mix cake mix, eggs, oil and water in bowl.stir until well mixed.",read the recipe.,0,effect
882,add the rest of the ingredients to bowl.,mix all the wet ingredients together in one bowl.mix the dry ingredients in another bowl.beat the mixture on low until the batter comes together and no white bits of flour remain.,look up a cake recipe.print out or write down the recipe.,0,effect
883,"put eggs, milk, and cake mix into a mixing bowl.include any other necessary ingredients.",mix ingredients according to directions on box.,read the recipe.,0,effect
884,"empty contents of cake mix into a bowl.add 3 eggs, 1 cup of water, and 1/4 cup of oil to cake mix.",mix ingredients together in a bowl.,get cake instructions.,0,effect
885,add ingredients in mixing bowl .,mix the cake ingredients.,get cake instructions.,0,effect
886,begin adding ingredients to the utensil.,open all ingredients.mix ingredients together.,find a recipe.,0,effect
887,add ingredients to bowl.,open the ingredients.combine and mix all the ingredients as the recipe delegates.,find a recipe.,0,effect
888,set timer on oven.,read the recipe.,put dish in oven.,1,cause
889,set timer and cook based on recipes instructions.,find a recipe.,cover it and put it on a oven plate.put the prepared oven plate inside oven.,1,cause
890,set timer.,get out your recipe.,put pan in oven.,1,cause
891,set a timer when the recipe states the cake will be done.,look up a recipe.,put pan in oven.,1,cause
892,set timer.,look up a cake recipe.print out or write down the recipe.,put the cake batter in the oven.,1,cause
893,set timer on oven.,find a recipe.,place in oven.,1,cause
894,set timer.,get cake instructions.,place pan with cake mix into oven for allotted time.,1,cause
895,set timer and bake for time directed according to pan size.,look up cake recipe.,put in oven.,1,cause
896,set the timer.,get out your recipe.,put the cake pan with the cake mixture in the oven.,1,cause
897,set the timer.,read the recipe.,put pan into oven.,1,cause
898,set timer.,get out your recipe.,put cake pan into oven.,1,cause
899,set timer.,find a recipe.,place pan into oven.,1,cause
900,put the pan in the oven and bake the cake according to the recipe.,set timer and bake for time directed according to pan size.,get cake instructions.,0,effect
901,place in oven.,set the timer on the oven according to directions on the box.,look up cake recipe.,0,effect
902,cover it and put it on a oven plate.put the prepared oven plate inside oven.,set timer and cook based on recipes instructions.,look up a recipe.,0,effect
903,put pan in oven.,set the timer.,find a recipe.,0,effect
904,put in oven at the designated temperature.,set timer on oven.,find a recipe.,0,effect
905,put dish in the oven.,set timer.,read the recipe.,0,effect
906,put pan in oven.,set a timer.,read the recipe.,0,effect
907,place pan in oven and bake for 45 minutes.,set the timer on the oven according to directions on the box.,find a cake recipe.,0,effect
908,place in the oven for set amount of time.,set timer.,find a recipe.,0,effect
909,put into oven.,set timer.,get out your recipe.,0,effect
911,put in oven and bake at specified temperature.,set timer.,look up a cake recipe.print out or write down the recipe.,0,effect
912,bake for approx. 30 minutes.,get your recipe.,place pan with cake mix into oven for allotted time.,1,cause
913,bake in oven until done.,find a recipe.,put cake in oven.,1,cause
914,bake for allotted time.,get out your recipe.,put in oven.,1,cause
915,bake 35 minutes or until toothpick inserted comes out dry.,find a cake recipe.,place in oven.,1,cause
916,bake in preheated oven.,read the recipe.,put the cake in the oven.,1,cause
917,bake cake.,look up cake recipe.,put cake in.,1,cause
918,bake for about 40 min and test with a skewer.,get cake instructions.,put the cake pan with the cake mixture in the oven.,1,cause
919,bake the cake.,find a recipe.,put the cake in the oven.,1,cause
920,wait for the timer to go off.,look up cake recipe.,put into oven.,1,cause
921,wait.,find a recipe.,place the tin into the oven to bake.,1,cause
922,bake in oven.,look up a cake recipe.print out or write down the recipe.,put the cake in the oven.,1,cause
923,bake for as long as box says.,look up a recipe.,cover it and put it on a oven plate.put the prepared oven plate inside oven.,1,cause
924,place pan in oven and bake for 45 minutes.,wait for 45 minutes.,read the recipe.,0,effect
925,put cake pan into oven.,bake in the oven for 14 minutes.,get your recipe.,0,effect
926,put dish in oven.,bake in oven according to time on instructions.,get cake instructions.,0,effect
927,cover it and put it on a oven plate.put the prepared oven plate inside oven.,wait.,get your recipe.,0,effect
928,put pan into oven.,bake in oven.,get your recipe.,0,effect
929,place the tin into the oven to bake.,bake as indicated on recipe.,get out your recipe.,0,effect
930,place in the oven for set amount of time.,bake.,find a cake recipe.,0,effect
931,put cake in.,bake 35 minutes or until toothpick inserted comes out dry.,find a cake recipe.,0,effect
932,put cake in oven.,bake cake for required time.,find a recipe.,0,effect
933,place pan with cake mix into oven for allotted time.,bake in the oven for 14 minutes.,get your recipe.,0,effect
934,cover it and put it on a oven plate.put the prepared oven plate inside oven.,bake for approx. 30 minutes.,get cake instructions.,0,effect
935,put pan in oven.,wait.,find a recipe.,0,effect
936,return to oven.,get cake instructions.,put dish in oven.,1,cause
937,return to oven.,look up cake recipe.,put pan into oven.,1,cause
938,return to oven.,find a cake recipe.,put pan in oven.,1,cause
939,return to oven.,find a recipe.,place pan into oven.,1,cause
940,return to oven.,find a recipe.,put pan in oven.,1,cause
941,return to oven.,find a recipe.,put cake pan into oven.,1,cause
942,return to oven.,find a recipe.,put pan into oven.,1,cause
943,return to oven.,look up cake recipe.,put cake in.,1,cause
944,return to oven.,read the recipe.,put dish in the oven.,1,cause
945,return to oven.,get out your recipe.,put in oven at the designated temperature.,1,cause
946,return to oven.,find a recipe.,put in oven and bake at specified temperature.,1,cause
947,return to oven.,look up cake recipe.,place the tin into the oven to bake.,1,cause
948,place in oven.,return to oven.,look up cake recipe.,0,effect
949,place in the oven for set amount of time.,return to oven.,find a cake recipe.,0,effect
950,put the pan in the oven and bake the cake according to the recipe.,return to oven.,look up a recipe.,0,effect
951,place pan in overn.,return to oven.,look up a recipe.,0,effect
952,put pan into oven.,return to oven.,get your recipe.,0,effect
953,put pan into oven.,return to oven.,find a recipe.,0,effect
954,place pan into oven.,return to oven.,find a recipe.,0,effect
955,put in oven at the designated temperature.,return to oven.,look up cake recipe.,0,effect
956,put pan in oven.,return to oven.,get out your recipe.,0,effect
957,place in oven.,return to oven.,look up a cake recipe.print out or write down the recipe.,0,effect
958,put the pan in the oven.,return to oven.,look up a cake recipe.print out or write down the recipe.,0,effect
959,place pan with cake mix into oven for allotted time.,return to oven.,look up cake recipe.,0,effect
960,turn off oven.,find a recipe.,put the cake pan with the cake mixture in the oven.,1,cause
961,turn off oven.,find a recipe.,put dish in oven.,1,cause
962,turn oven off.,read the recipe.,place pan in oven and bake for 45 minutes.,1,cause
963,turn off oven.,find a cake recipe.,put in oven and bake at specified temperature.,1,cause
964,turn off oven .,look up cake recipe.,put cake pan into oven.,1,cause
965,turn oven off.,get cake instructions.,put in oven.,1,cause
966,turn off oven .,look up a cake recipe.print out or write down the recipe.,put the pan in the oven and bake the cake according to the recipe.,1,cause
967,turn off oven.,get out your recipe.,cover it and put it on a oven plate.put the prepared oven plate inside oven.,1,cause
968,turn off oven and let the cake cool.,look up a recipe.,place pan into oven when preheated. .,1,cause
969,turn off oven.,look up a cake recipe.print out or write down the recipe.,put dish in oven.,1,cause
970,turn off oven .,look up a recipe.,put pan in oven.,1,cause
971,turn off oven and let the cake cool.,get cake instructions.,put pan into oven.,1,cause
972,put pan into oven.,turn off oven.,get out your recipe.,0,effect
973,put pan in oven.,turn oven off.,look up cake recipe.,0,effect
974,put into oven.,turn off oven.,look up cake recipe.,0,effect
975,put pan into oven.,turn off oven .,find a cake recipe.,0,effect
976,place pan in oven.,turn off oven and let the cake cool.,look up cake recipe.,0,effect
977,cover it and put it on a oven plate.put the prepared oven plate inside oven.,turn off oven.,get out your recipe.,0,effect
978,put the pan in the oven and bake the cake according to the recipe.,turn off oven.,read the recipe.,0,effect
979,place pan in oven and bake for 45 minutes.,turn oven off.,look up cake recipe.,0,effect
980,put the pan in the oven and bake the cake according to the recipe.,turn oven off.,get out your recipe.,0,effect
981,put the pan in the oven.,turn oven off.,find a cake recipe.,0,effect
982,put pan into oven.,turn oven off.,find a recipe.,0,effect
983,place pan into oven.,turn off the oven.,get cake instructions.,0,effect
984,take cake out to cool.,get your recipe.,put pan in oven.,1,cause
985,remove from oven.,look up a cake recipe.print out or write down the recipe.,place pan into oven.,1,cause
986,take cake out of oven.after ten minutes flip cake out onto cooling rack.,look up a cake recipe.print out or write down the recipe.,place in oven.,1,cause
987,use oven mitts to carefully remove the cake from the oven.,find a recipe.,put cake in oven.,1,cause
988,use pot holder to remove from oven.,get cake instructions.,put pan in oven.,1,cause
989,"when cake is done, remove from oven.",read the recipe.,put pan in oven.,1,cause
990,take cake out of oven when it is done.,find a recipe.,put in oven.,1,cause
991,remove cake pan when timer goes off.,find a recipe.,put dish in oven.,1,cause
992,take cake out of oven.after ten minutes flip cake out onto cooling rack.,get out your recipe.,put dish in the oven.,1,cause
993,"when cake is done, remove from oven.",get cake instructions.,place the tin into the oven to bake.,1,cause
994,remove cake pan when timer goes off.,look up a cake recipe.print out or write down the recipe.,put the cake batter in the oven.,1,cause
995,use oven mitts to carefully remove the cake from the oven.,find a recipe.,put dish in oven.,1,cause
996,put cake pan into oven.,take pan out of oven and let cake cool down for 1 hour.,find a recipe.,0,effect
997,place pan in oven and bake for 45 minutes.,take cake out of oven.,find a recipe.,0,effect
998,put dish in oven.,remove from oven after allotted time.,look up cake recipe.,0,effect
999,put the cake in the oven.,remove from oven.,get out your recipe.,0,effect
1000,put pan in oven.,pull out oven when ready.,get out your recipe.,0,effect
1001,place pan in oven.,take cake out of oven when it is done.,find a recipe.,0,effect
1002,put the pan in the oven and bake the cake according to the recipe.,take cake out of oven.after ten minutes flip cake out onto cooling rack.,look up a cake recipe.print out or write down the recipe.,0,effect
1003,put pan into oven.,take out of oven.,get cake instructions.,0,effect
1004,place pan with cake mix into oven for allotted time.,take cake out.,read the recipe.,0,effect
1005,place pan in overn.,take cake out of oven.,get your recipe.,0,effect
1006,put pan into oven.,remove cake from oven.,get cake instructions.,0,effect
1007,put in oven and bake at specified temperature.,remove from oven.,find a recipe.,0,effect
1008,bake as indicated on recipe.,look up a recipe.,set the oven to required temperature.,1,cause
1009,bake until cake is ready.,find a recipe.,set a timer when the recipe states the cake will be done.,1,cause
1010,bake 35 minutes or until toothpick inserted comes out dry.,find a recipe.,set timer.,1,cause
1011,bake for about 40 min and test with a skewer.,find a cake recipe.,set timer and cook based on recipes instructions.,1,cause
1012,bake in oven according to time on instructions.,look up cake recipe.,set timer.,1,cause
1013,bake as indicated on recipe.,find a recipe.,set a timer when the recipe states the cake will be done.,1,cause
1014,bake.,look up cake recipe.,set a timer when the recipe states the cake will be done.,1,cause
1015,wait for appropriate time.,find a recipe.,set a timer.,1,cause
1016,bake in oven.,look up cake recipe.,set the oven to required temperature.,1,cause
1017,wait until cake is baked.,find a cake recipe.,set a timer.,1,cause
1018,wait for cake to bake.,find a cake recipe.,set timer and cook based on recipes instructions.,1,cause
1019,bake cake for required time.,find a recipe.,set timer.,1,cause
1020,set a timer when the recipe states the cake will be done.,bake cake.,find a recipe.,0,effect
1021,set the timer on the oven according to directions on the box.,bake for 1 hour.,look up cake recipe.,0,effect
1022,set timer and bake for time directed according to pan size.,bake for approx. 30 minutes.,get cake instructions.,0,effect
1023,set timer .,bake the cake.,read the recipe.,0,effect
1024,set timer.,bake for about 40 min and test with a skewer.,get your recipe.,0,effect
1025,set timer.,bake a cake for the duration of instructed time.,find a recipe.,0,effect
1026,set timer.,bake until cake is ready.,find a recipe.,0,effect
1027,set timer and cook based on recipes instructions.,wait for cake to bake.,look up cake recipe.,0,effect
1028,set a timer when the recipe states the cake will be done.,bake the cake.,look up a cake recipe.print out or write down the recipe.,0,effect
1029,set timer on oven.,bake the cake.,look up a recipe.,0,effect
1031,set timer.,wait.,look up cake recipe.,0,effect
1032,"if cake is not done, bake additional minutes, up to maximum on box.",look up a cake recipe.print out or write down the recipe.,use cake tester to check for doneness.,1,cause
1033,"if cake is not done, bake additional minutes, up to maximum on box.",find a recipe.,stick tooth pick into cake to see if done.,1,cause
1034,"if cake is not done, bake additional minutes, up to maximum on box.",get cake instructions.,check if the cake is ready.,1,cause
1035,"if cake is not done, bake additional minutes, up to maximum on box.",get your recipe.,use cake tester to check for doneness.,1,cause
1037,"if cake is not done, bake additional minutes, up to maximum on box.",get cake instructions.,stick tooth pick into cake to see if done.,1,cause
1039,"if cake is not done, bake additional minutes, up to maximum on box.",look up cake recipe.,stick tooth pick into cake to see if done.,1,cause
1040,"if cake is not done, bake additional minutes, up to maximum on box.",find a recipe.,use cake tester to check for doneness.,1,cause
1041,"if cake is not done, bake additional minutes, up to maximum on box.",look up a recipe.,check to see if cake is done.,1,cause
1043,"if cake is not done, bake additional minutes, up to maximum on box.",look up a recipe.,open the oven and check to see if the cake is fully cooked .,1,cause
1044,check to see if cake is done.,"if cake is not done, bake additional minutes, up to maximum on box.",find a cake recipe.,0,effect
1045,check if the cake is ready.,"if cake is not done, bake additional minutes, up to maximum on box.",look up a recipe.,0,effect
1046,check to see if cake is done.,"if cake is not done, bake additional minutes, up to maximum on box.",find a recipe.,0,effect
1047,check cake for doneness.,"if cake is not done, bake additional minutes, up to maximum on box.",look up cake recipe.,0,effect
1048,stick tooth pick into cake to see if done.,"if cake is not done, bake additional minutes, up to maximum on box.",find a recipe.,0,effect
1049,"check if cake is cooked by inserting toothpick, it should come out clean.","if cake is not done, bake additional minutes, up to maximum on box.",look up a cake recipe.print out or write down the recipe.,0,effect
1050,open the oven and check to see if the cake is fully cooked .,"if cake is not done, bake additional minutes, up to maximum on box.",find a recipe.,0,effect
1051,test if it cooked by inserting a toothpick - when it comes clean out it is cooked.,"if cake is not done, bake additional minutes, up to maximum on box.",find a recipe.,0,effect
1053,"check if cake is cooked by inserting toothpick, it should come out clean.","if cake is not done, bake additional minutes, up to maximum on box.",find a recipe.,0,effect
1055,check cake for doneness.,"if cake is not done, bake additional minutes, up to maximum on box.",look up a cake recipe.print out or write down the recipe.,0,effect
1056,go home with ingredients.,enter grocery store.buy cake ingredients.,carefully follow instructions step by step.,0,cause
1057,come home with the ingredients .,buy cake ingredients.,carefully follow instructions step by step.,0,cause
1058,return home with ingredients which you shopped.,purchase ingredients.,carefully follow instructions step by step.,0,cause
1059,come home with the ingredients .,go to the supermarket and purchase the ingredients.,carefully follow instructions step by step.,0,cause
1060,go home with purchased ingredients.,"buy cake mix, milk, butter, eggs.",carefully follow instructions step by step.,0,cause
1061,go home with ingredients.,buy proper ingredients.,carefully follow instructions step by step.,0,cause
1062,return home with ingredients which you shopped.,go to the supermarket and purchase the ingredients.,carefully follow instructions step by step.,0,cause
1063,return home with ingredients which you shopped.,"buy cake mix, milk, butter, eggs.",carefully follow instructions step by step.,0,cause
1064,come home with the ingredients .,go to store and buy cake mix.,carefully follow instructions step by step.,0,cause
1065,come home with the ingredients .,buy cake mix.,carefully follow instructions step by step.,0,cause
1066,come home with the ingredients .,go to store.buy ingredients.,carefully follow instructions step by step.,0,cause
1067,go home with ingredients.,go to store.buy ingredients.,carefully follow instructions step by step.,0,cause
1068,"go to the grocery store and buy a cake mix.before leaving store, read instructions on box for other ingredients needed.buy other ingredients if you do not have at home.",return home with ingredients which you shopped.,carefully follow instructions step by step.,0,effect
1069,go to store and buy cake mix.,come home with the ingredients .,carefully follow instructions step by step.,0,effect
1070,go to the supermarket and purchase the ingredients.,come home with the ingredients .,carefully follow instructions step by step.,0,effect
1071,enter grocery store.buy cake ingredients.,go home with purchased ingredients.,carefully follow instructions step by step.,0,effect
1072,buy cake mix.,go home with ingredients.,carefully follow instructions step by step.,0,effect
1073,buy proper ingredients.,go home with purchased ingredients.,carefully follow instructions step by step.,0,effect
1074,go to store and buy cake mix.,go home with purchased ingredients.,carefully follow instructions step by step.,0,effect
1075,purchase ingredients.,come home with the ingredients .,carefully follow instructions step by step.,0,effect
1076,"buy cake mix, milk, butter, eggs.",come home with the ingredients .,carefully follow instructions step by step.,0,effect
1077,buy cake mix.,return home with ingredients which you shopped.,carefully follow instructions step by step.,0,effect
1079,go to store.buy ingredients.,return home with ingredients which you shopped.,carefully follow instructions step by step.,0,effect
1080,buy proper ingredients.,come home with the ingredients .,go to kitchen.,0,effect
1081,enter grocery store.buy cake ingredients.,go home with purchased ingredients.,enter kitchen.,0,effect
1082,buy cake mix.,go home with ingredients.,enter kitchen.,0,effect
1083,"buy cake mix, milk, butter, eggs.",go home with purchased ingredients.,enter kitchen.,0,effect
1084,buy proper ingredients.,go home with purchased ingredients.,go to kitchen.,0,effect
1085,go to the supermarket and purchase the ingredients.,return home with ingredients which you shopped.,go to kitchen.,0,effect
1086,"go to the grocery store and buy a cake mix.before leaving store, read instructions on box for other ingredients needed.buy other ingredients if you do not have at home.",return home with ingredients which you shopped.,enter kitchen.,0,effect
1088,buy cake mix.,return home with ingredients which you shopped.,go to kitchen.,0,effect
1089,buy cake ingredients.,come home with the ingredients .,go to kitchen.,0,effect
1090,buy cake mix.,return home with ingredients which you shopped.,enter kitchen.,0,effect
1091,go to the supermarket and purchase the ingredients.,return home with ingredients which you shopped.,enter kitchen.,0,effect
1092,come home with the ingredients .,go to kitchen.,"go to the grocery store and buy a cake mix.before leaving store, read instructions on box for other ingredients needed.buy other ingredients if you do not have at home.",1,cause
1093,return home with ingredients which you shopped.,enter kitchen.,buy cake mix.,1,cause
1094,go home with ingredients.,go to kitchen.,buy cake mix.,1,cause
1095,go home with purchased ingredients.,enter kitchen.,buy cake mix.,1,cause
1097,return home with ingredients which you shopped.,go to kitchen.,"buy cake mix, milk, butter, eggs.",1,cause
1098,go home with ingredients.,go to kitchen.,purchase the ingredients.,1,cause
1099,return home with ingredients which you shopped.,enter kitchen.,purchase ingredients.,1,cause
1100,return home with ingredients which you shopped.,go to kitchen.,enter grocery store.buy cake ingredients.,1,cause
1101,come home with the ingredients .,enter kitchen.,buy proper ingredients.,1,cause
1104,purchase ingredients.,go home with purchased ingredients.,"get a box of cake mix.get eggs, water and oil out of the pantry.",0,effect
1105,buy cake mix.,come home with the ingredients .,get ingredients.,0,effect
1106,purchase the ingredients.,go home with purchased ingredients.,getting ingredients ready.,0,effect
1107,go to the supermarket and purchase the ingredients.,return home with ingredients which you shopped.,get all the ingredients together.,0,effect
1108,go to the supermarket and purchase the ingredients.,go home with ingredients.,get the ingredients and materials you need.,0,effect
1109,buy cake mix.,go home with purchased ingredients.,get the ingredients and materials you need.,0,effect
1111,purchase ingredients.,return home with ingredients which you shopped.,get the ingredients and materials you need.,0,effect
1112,enter grocery store.buy cake ingredients.,come home with the ingredients .,gather ingredients.,0,effect
1113,buy cake mix.,come home with the ingredients .,get cake mix.,0,effect
1115,purchase ingredients.,go home with purchased ingredients.,getting ingredients ready.,0,effect
1116,go home with ingredients.,gather all of your ingredients (varies depending on your recipe).,go to store and buy cake mix.,1,cause
1117,go home with purchased ingredients.,get all the ingredients together.,go to the supermarket and purchase the ingredients.,1,cause
1118,go home with purchased ingredients.,"get flour.get sugar.get baking powder, milk, eggs, vanilla, oil.","go to the grocery store and buy a cake mix.before leaving store, read instructions on box for other ingredients needed.buy other ingredients if you do not have at home.",1,cause
1119,go home with purchased ingredients.,get out cake mix.get out eggs.get out vegetable oil.,purchase the ingredients.,1,cause
1120,go home with purchased ingredients.,get the cake ingredients.,buy proper ingredients.,1,cause
1121,go home with ingredients.,gather ingredients.,purchase the ingredients.,1,cause
1122,go home with purchased ingredients.,get cake mix.,buy cake mix.,1,cause
1123,come home with the ingredients .,get cake mix.,purchase the ingredients.,1,cause
1124,come home with the ingredients .,get all ingredients.,go to the supermarket and purchase the ingredients.,1,cause
1125,come home with the ingredients .,assemble ingredients.,purchase ingredients.,1,cause
1126,go home with purchased ingredients.,"get a box of cake mix.get eggs, water and oil out of the pantry.",go to store.buy ingredients.,1,cause
1127,go home with purchased ingredients.,get cake mix.,buy proper ingredients.,1,cause
1128,"buy cake mix, milk, butter, eggs.",come home with the ingredients .,get mixing pan.get mixing tool or spoon or fork.,0,effect
1129,"go to the grocery store and buy a cake mix.before leaving store, read instructions on box for other ingredients needed.buy other ingredients if you do not have at home.",return home with ingredients which you shopped.,get mixing pan.get mixing tool or spoon or fork.,0,effect
1130,purchase ingredients.,come home with the ingredients .,get mixing bowl.get cake pan.,0,effect
1131,buy cake ingredients.,return home with ingredients which you shopped.,next get out a big bowl.get a pan.,0,effect
1132,buy cake mix.,return home with ingredients which you shopped.,get cake pans.,0,effect
1133,"buy cake mix, milk, butter, eggs.",come home with the ingredients .,get bowl.,0,effect
1134,buy proper ingredients.,come home with the ingredients .,next get out a big bowl.get a pan.,0,effect
1135,buy cake ingredients.,go home with ingredients.,"get cake pan, utensils, mixer .",0,effect
1136,go to the supermarket and purchase the ingredients.,return home with ingredients which you shopped.,"get cake pan, utensils, mixer .",0,effect
1137,go to store and buy cake mix.,return home with ingredients which you shopped.,get bowl.,0,effect
1138,go to the supermarket and purchase the ingredients.,go home with purchased ingredients.,prepare the microwave oven and required utensils.,0,effect
1139,"go to the grocery store and buy a cake mix.before leaving store, read instructions on box for other ingredients needed.buy other ingredients if you do not have at home.",go home with purchased ingredients.,get mixing bowl.get cake pan.,0,effect
1140,go home with ingredients.,prepare the microwave oven and required utensils.,"buy cake mix, milk, butter, eggs.",1,cause
1141,return home with ingredients which you shopped.,get bowls.,"go to the grocery store and buy a cake mix.before leaving store, read instructions on box for other ingredients needed.buy other ingredients if you do not have at home.",1,cause
1142,return home with ingredients which you shopped.,prepare the microwave oven and required utensils.,purchase ingredients.,1,cause
1143,come home with the ingredients .,"get cake pan, utensils, mixer .","go to the grocery store and buy a cake mix.before leaving store, read instructions on box for other ingredients needed.buy other ingredients if you do not have at home.",1,cause
1144,come home with the ingredients .,get bowl.,buy cake ingredients.,1,cause
1145,come home with the ingredients .,get baking pan.get sauce pan.,"buy cake mix, milk, butter, eggs.",1,cause
1146,go home with ingredients.,get baking pan.get sauce pan.,purchase ingredients.,1,cause
1147,go home with purchased ingredients.,get mixing pan.get mixing tool or spoon or fork.,buy cake mix.,1,cause
1148,return home with ingredients which you shopped.,"get a cake pan, mixing bowl and a whisk.",go to the supermarket and purchase the ingredients.,1,cause
1149,go home with ingredients.,prepare the microwave oven and required utensils.,purchase ingredients.,1,cause
1150,return home with ingredients which you shopped.,get cake pans.,go to the supermarket and purchase the ingredients.,1,cause
1151,go home with ingredients.,"get a cake pan, mixing bowl and a whisk.",buy cake mix.,1,cause
1152,go to store and buy cake mix.,go home with purchased ingredients.,get measuring cup.and get measuring spoons.,0,effect
1153,purchase ingredients.,come home with the ingredients .,get measuring cup.and get measuring spoons.,0,effect
1154,buy proper ingredients.,come home with the ingredients .,get out measuring cups.,0,effect
